case_id,case_day,symbol,side,strategy,setup_id,signal_id,signal_time_ms,created_time_ms,confirmed_time_ms,sent_time_ms,close_time_ms,fallback_close_due_ms,signal_time_local,created_time_local,confirmed_time_local,sent_time_local,close_time_local,fallback_close_due_local,signal_price,breakout_level,entry_price,stop_price,tp1_price,tp2_price,status_final,close_reason,bars_waited,time_to_confirm_min,time_to_close_min,outcome,r_multiple,pre_pending_image,pending_open_image,entry_or_confirm_image,case_close_image,has_pre_pending_image,has_pending_open_image,has_entry_or_confirm_image,has_case_close_image,case_bundle_complete,human_review_status,verdict_code,root_cause_code,action_candidate_code,confidence_code,review_notes_short
APTUSDT-SHORT-EXH-1774112400000,2026-03-22,APTUSDT,SHORT,short_exhaustion_retest,APTUSDT-SHORT-EXH-1774112400000,,1774112400000,1774113420996,0,0,0,1774127820996,2026-03-22 00:00:00,2026-03-22 00:17:00,,,,2026-03-22 04:17:00,0.9964,0.9992,,,,,CONFIRMED,,1,,,,,,,,/root/binance_bot_signals/review_workspace/2026-03-22/cases/APTUSDT-SHORT-EXH-1774112400000/case_close.png,N,N,N,Y,N,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNSET,
FOLKSUSDT-LONG-1774119900000,2026-03-22,FOLKSUSDT,LONG,long_breakout_retest,FOLKSUSDT-LONG-1774119900000,,1774119900000,1774120259354,0,0,0,1774134659354,2026-03-22 02:05:00,2026-03-22 02:10:59,,,,2026-03-22 06:10:59,1.121,1.109,,,,,INVALIDATED,,1,,,,,,,,/root/binance_bot_signals/review_workspace/2026-03-22/cases/FOLKSUSDT-LONG-1774119900000/case_close.png,N,N,N,Y,N,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNSET,
RDNTUSDT-LONG-1774120200000,2026-03-22,RDNTUSDT,LONG,long_breakout_retest,RDNTUSDT-LONG-1774120200000,,1774120200000,1774120713795,0,0,0,1774135113795,2026-03-22 02:10:00,2026-03-22 02:18:33,,,,2026-03-22 06:18:33,0.006581,0.006517,,,,,INVALIDATED,,1,,,,,,,,/root/binance_bot_signals/review_workspace/2026-03-22/cases/RDNTUSDT-LONG-1774120200000/case_close.png,N,N,N,Y,N,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNSET,
JCTUSDT-LONG-1774120500000,2026-03-22,JCTUSDT,LONG,long_breakout_retest,JCTUSDT-LONG-1774120500000,,1774120500000,1774120904419,0,0,0,1774135304419,2026-03-22 02:15:00,2026-03-22 02:21:44,,,,2026-03-22 06:21:44,0.002389,0.002356,,,,,INVALIDATED,,2,,,,,,,,/root/binance_bot_signals/review_workspace/2026-03-22/cases/JCTUSDT-LONG-1774120500000/case_close.png,N,N,N,Y,N,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNSET,
XANUSDT-LONG-1774122300000,2026-03-22,XANUSDT,LONG,long_breakout_retest,XANUSDT-LONG-1774122300000,,1774122300000,1774122807252,0,0,0,1774137207252,2026-03-22 02:45:00,2026-03-22 02:53:27,,,,2026-03-22 06:53:27,0.011283,0.010994,,,,,INVALIDATED,,2,,,,,,,,/root/binance_bot_signals/review_workspace/2026-03-22/cases/XANUSDT-LONG-1774122300000/case_close.png,N,N,N,Y,N,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNSET,
ENJUSDT-SHORT-EXH-1774122300000,2026-03-22,ENJUSDT,SHORT,short_exhaustion_retest,ENJUSDT-SHORT-EXH-1774122300000,,1774122300000,1774123275893,0,0,0,1774137675893,2026-03-22 02:45:00,2026-03-22 03:01:15,,,,2026-03-22 07:01:15,0.02338,0.02353,,,,,CONFIRMED,,2,,,,,,,,/root/binance_bot_signals/review_workspace/2026-03-22/cases/ENJUSDT-SHORT-EXH-1774122300000/case_close.png,N,N,N,Y,N,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNSET,
MAGMAUSDT-LONG-1774122900000,2026-03-22,MAGMAUSDT,LONG,long_breakout_retest,MAGMAUSDT-LONG-1774122900000,,1774122900000,1774123431156,0,0,0,1774137831156,2026-03-22 02:55:00,2026-03-22 03:03:51,,,,2026-03-22 07:03:51,0.14414,0.1395,,,,,EXPIRED_WAIT,,8,,,,,,,,/root/binance_bot_signals/review_workspace/2026-03-22/cases/MAGMAUSDT-LONG-1774122900000/case_close.png,N,N,N,Y,N,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNSET,
JCTUSDT-LONG-1774123200000,2026-03-22,JCTUSDT,LONG,long_breakout_retest,JCTUSDT-LONG-1774123200000,,1774123200000,1774123605042,0,0,0,1774138005042,2026-03-22 03:00:00,2026-03-22 03:06:45,,,,2026-03-22 07:06:45,0.002419,0.002398,,,,,INVALIDATED,,1,,,,,,,,/root/binance_bot_signals/review_workspace/2026-03-22/cases/JCTUSDT-LONG-1774123200000/case_close.png,N,N,N,Y,N,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNSET,
TURBOUSDT-LONG-1774128600000,2026-03-22,TURBOUSDT,LONG,long_breakout_retest,TURBOUSDT-LONG-1774128600000,,1774128600000,1774128993130,0,0,0,1774143393130,2026-03-22 04:30:00,2026-03-22 04:36:33,,,,2026-03-22 08:36:33,0.0011854,0.0011672,,,,,INVALIDATED,,2,,,,,,,,/root/binance_bot_signals/review_workspace/2026-03-22/cases/TURBOUSDT-LONG-1774128600000/case_close.png,N,N,N,Y,N,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNSET,
PIXELUSDT-SHORT-EXH-1774128600000,2026-03-22,PIXELUSDT,SHORT,short_exhaustion_retest,PIXELUSDT-SHORT-EXH-1774128600000,,1774128600000,1774129618842,0,0,0,1774144018842,2026-03-22 04:30:00,2026-03-22 04:46:58,,,,2026-03-22 08:46:58,0.009231,0.009378,,,,,EXPIRED_WAIT,,3,,,,,,,,/root/binance_bot_signals/review_workspace/2026-03-22/cases/PIXELUSDT-SHORT-EXH-1774128600000/case_close.png,N,N,N,Y,N,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNSET,
DASHUSDT-SHORT-EXH-1774129500000,2026-03-22,DASHUSDT,SHORT,short_exhaustion_retest,DASHUSDT-SHORT-EXH-1774129500000,,1774129500000,1774130442347,0,0,0,1774144842347,2026-03-22 04:45:00,2026-03-22 05:00:42,,,,2026-03-22 09:00:42,32.57,32.64,,,,,CONFIRMED,,1,,,,,,,,/root/binance_bot_signals/review_workspace/2026-03-22/cases/DASHUSDT-SHORT-EXH-1774129500000/case_close.png,N,N,N,Y,N,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNSET,
FARTCOINUSDT-SHORT-EXH-1774130400000,2026-03-22,FARTCOINUSDT,SHORT,short_exhaustion_retest,FARTCOINUSDT-SHORT-EXH-1774130400000,,1774130400000,1774131388663,0,0,0,1774145788663,2026-03-22 05:00:00,2026-03-22 05:16:28,,,,2026-03-22 09:16:28,0.1955,0.1963,,,,,CONFIRMED,,2,,,,,,,,/root/binance_bot_signals/review_workspace/2026-03-22/cases/FARTCOINUSDT-SHORT-EXH-1774130400000/case_close.png,N,N,N,Y,N,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNSET,
