snapshot_ts_ms,stage,symbol,side,strategy,signal_id,pending_id,setup_id,outcome,image_path,context_interval,entry_interval,breakout_level,entry_ref,stop,tp1,tp2,note,image_available
1773937736442,pending,SAHARAUSDT,LONG,legacy_5m_retest,,SAHARAUSDT-LONG-1773937200000,SAHARAUSDT-LONG-1773937200000,,/root/binance_bot_signals/review_snapshots/20260319/SAHARAUSDT_LONG_legacy_5m_retest_pending_1773937200000.png,1h,5m,0.02699,,,,,OI jump 2.01% + breakout pending + 15m flat + 1h flat,
1773939624591,pending,RIVERUSDT,SHORT,short_exhaustion_retest,,RIVERUSDT-SHORT-EXH-1773938700000,RIVERUSDT-SHORT-EXH-1773938700000,,/root/binance_bot_signals/review_snapshots/20260319/RIVERUSDT_SHORT_short_exhaustion_retest_pending_1773938700000.png,1h,15m,24.902,,,,,1h exhaustion 25/35 + 15m breakdown 24/30 -> retest fail pending,
1773939626260,pending,PIPPINUSDT,SHORT,short_exhaustion_retest,,PIPPINUSDT-SHORT-EXH-1773938700000,PIPPINUSDT-SHORT-EXH-1773938700000,,/root/binance_bot_signals/review_snapshots/20260319/PIPPINUSDT_SHORT_short_exhaustion_retest_pending_1773938700000.png,1h,15m,0.10282,,,,,1h exhaustion 31/35 + 15m breakdown 26/30 -> retest fail pending,
1773939627925,pending,1000PEPEUSDT,SHORT,short_exhaustion_retest,,1000PEPEUSDT-SHORT-EXH-1773938700000,1000PEPEUSDT-SHORT-EXH-1773938700000,,/root/binance_bot_signals/review_snapshots/20260319/1000PEPEUSDT_SHORT_short_exhaustion_retest_pending_1773938700000.png,1h,15m,0.0033458,,,,,1h exhaustion 33/35 + 15m breakdown 23/30 -> retest fail pending,
1773940112060,pending,BANUSDT,LONG,legacy_5m_retest,,BANUSDT-LONG-1773939600000,BANUSDT-LONG-1773939600000,,/root/binance_bot_signals/review_snapshots/20260319/BANUSDT_LONG_legacy_5m_retest_pending_1773939600000.png,1h,5m,0.0528,,,,,OI jump 3.56% + breakout pending + 15m flat + 1h flat,
1773940572713,confirmed,1000PEPEUSDT,SHORT,short_exhaustion_retest,1000PEPEUSDT-SHORT-1773938700000-1,,1000PEPEUSDT-SHORT-1773938700000-1,,/root/binance_bot_signals/review_snapshots/20260319/1000PEPEUSDT_SHORT_short_exhaustion_retest_confirmed_1773938700000.png,1h,15m,0.0033458,0.0033396,0.003439788,0.0032394119999999997,0.0031392239999999995,1h exhaustion 33/35 + 15m breakdown 23/30 -> retest fail retest fail + 15m retest 35/35,
1773940582344,pending,ADAUSDT,SHORT,short_exhaustion_retest,,ADAUSDT-SHORT-EXH-1773939600000,ADAUSDT-SHORT-EXH-1773939600000,,/root/binance_bot_signals/review_snapshots/20260319/ADAUSDT_SHORT_short_exhaustion_retest_pending_1773939600000.png,1h,15m,0.2631,,,,,1h exhaustion 31/35 + 15m breakdown 24/30 -> retest fail pending,
1773940601523,pending,ROBOUSDT,SHORT,short_exhaustion_retest,,ROBOUSDT-SHORT-EXH-1773939600000,ROBOUSDT-SHORT-EXH-1773939600000,,/root/binance_bot_signals/review_snapshots/20260319/ROBOUSDT_SHORT_short_exhaustion_retest_pending_1773939600000.png,1h,15m,0.02532,,,,,1h exhaustion 25/35 + 15m breakdown 28/30 -> retest fail pending,
1773942962100,pending,TAOUSDT,LONG,legacy_5m_retest,,TAOUSDT-LONG-1773942600000,TAOUSDT-LONG-1773942600000,,/root/binance_bot_signals/review_snapshots/20260319/TAOUSDT_LONG_legacy_5m_retest_pending_1773942600000.png,1h,5m,248.5,,,,,OI jump 2.04% + breakout pending + 15m flat + 1h flat,
1773943285065,pending,BANUSDT,LONG,legacy_5m_retest,,BANUSDT-LONG-1773942900000,BANUSDT-LONG-1773942900000,,/root/binance_bot_signals/review_snapshots/20260319/BANUSDT_LONG_legacy_5m_retest_pending_1773942900000.png,1h,5m,0.05497,,,,,OI jump 2.09% + breakout pending + 15m flat + 1h up,
1773944070635,pending,XANUSDT,LONG,legacy_5m_retest,,XANUSDT-LONG-1773943500000,XANUSDT-LONG-1773943500000,,/root/binance_bot_signals/review_snapshots/20260319/XANUSDT_LONG_legacy_5m_retest_pending_1773943500000.png,1h,5m,0.013876,,,,,OI jump 2.57% + breakout pending + 15m up + 1h flat,
1773945338386,pending,BANUSDT,LONG,legacy_5m_retest,,BANUSDT-LONG-1773945000000,BANUSDT-LONG-1773945000000,,/root/binance_bot_signals/review_snapshots/20260319/BANUSDT_LONG_legacy_5m_retest_pending_1773945000000.png,1h,5m,0.05819,,,,,OI jump 2.34% + breakout pending + 15m up + 1h up,
1773946935228,pending,BTRUSDT,LONG,legacy_5m_retest,,BTRUSDT-LONG-1773946500000,BTRUSDT-LONG-1773946500000,,/root/binance_bot_signals/review_snapshots/20260319/BTRUSDT_LONG_legacy_5m_retest_pending_1773946500000.png,1h,5m,0.1136,,,,,OI jump 3.26% + breakout pending + 15m up + 1h flat,
1773947419863,pending,VVVUSDT,LONG,legacy_5m_retest,,VVVUSDT-LONG-1773947100000,VVVUSDT-LONG-1773947100000,,/root/binance_bot_signals/review_snapshots/20260319/VVVUSDT_LONG_legacy_5m_retest_pending_1773947100000.png,1h,5m,5.333,,,,,OI jump 2.09% + breakout pending + 15m flat + 1h flat,
1773948184716,pending,DEGOUSDT,LONG,legacy_5m_retest,,DEGOUSDT-LONG-1773947700000,DEGOUSDT-LONG-1773947700000,,/root/binance_bot_signals/review_snapshots/20260319/DEGOUSDT_LONG_legacy_5m_retest_pending_1773947700000.png,1h,5m,0.6326,,,,,OI jump 2.40% + breakout pending + 15m up + 1h flat,
1773948191928,pending,BANUSDT,LONG,legacy_5m_retest,,BANUSDT-LONG-1773947700000,BANUSDT-LONG-1773947700000,,/root/binance_bot_signals/review_snapshots/20260319/BANUSDT_LONG_legacy_5m_retest_pending_1773947700000.png,1h,5m,0.06175,,,,,OI jump 4.89% + breakout pending + 15m up + 1h up,
1773948351939,pending,BANUSDT,LONG,legacy_5m_retest,,BANUSDT-LONG-1773948000000,BANUSDT-LONG-1773948000000,,/root/binance_bot_signals/review_snapshots/20260319/BANUSDT_LONG_legacy_5m_retest_pending_1773948000000.png,1h,5m,0.06243,,,,,OI jump 2.47% + breakout pending + 15m up + 1h up,
1773949607098,closed,ENAUSDT,SHORT,short_exhaustion_retest,ENAUSDT-SHORT-1773916200000-1,,ENAUSDT-SHORT-1773916200000-1,EXPIRED,/root/binance_bot_signals/review_snapshots/20260319/ENAUSDT_SHORT_short_exhaustion_retest_closed_1773916200000.png,1h,15m,0.1037,0.1032,0.106296,0.100104,0.097008,EXPIRED | r=0.13 | max bars reached,
1773951521478,pending,ENJUSDT,LONG,legacy_5m_retest,,ENJUSDT-LONG-1773951000000,ENJUSDT-LONG-1773951000000,,/root/binance_bot_signals/review_snapshots/20260319/ENJUSDT_LONG_legacy_5m_retest_pending_1773951000000.png,1h,5m,0.02386,,,,,OI jump 2.94% + breakout pending + 15m flat + 1h flat,
1773951701985,pending,BTRUSDT,LONG,legacy_5m_retest,,BTRUSDT-LONG-1773951300000,BTRUSDT-LONG-1773951300000,,/root/binance_bot_signals/review_snapshots/20260319/BTRUSDT_LONG_legacy_5m_retest_pending_1773951300000.png,1h,5m,0.12057,,,,,OI jump 2.57% + breakout pending + 15m flat + 1h flat,
1773953249159,closed,AXSUSDT,SHORT,short_exhaustion_retest,AXSUSDT-SHORT-1773924300000-1,,AXSUSDT-SHORT-1773924300000-1,LOSS_STOP,/root/binance_bot_signals/review_snapshots/20260319/AXSUSDT_SHORT_short_exhaustion_retest_closed_1773924300000.png,1h,15m,1.167,1.161,1.1958300000000002,1.12617,1.0913399999999998,LOSS_STOP | r=-1.00 | stop hit before tp,
1773953588622,pending,BEATUSDT,LONG,legacy_5m_retest,,BEATUSDT-LONG-1773953100000,BEATUSDT-LONG-1773953100000,,/root/binance_bot_signals/review_snapshots/20260319/BEATUSDT_LONG_legacy_5m_retest_pending_1773953100000.png,1h,5m,0.6072,,,,,OI jump 2.43% + breakout pending + 15m up + 1h flat,
1773954040822,pending,TAOUSDT,LONG,legacy_5m_retest,,TAOUSDT-LONG-1773953700000,TAOUSDT-LONG-1773953700000,,/root/binance_bot_signals/review_snapshots/20260319/TAOUSDT_LONG_legacy_5m_retest_pending_1773953700000.png,1h,5m,256.78,,,,,OI jump 4.32% + breakout pending + 15m up + 1h up,
1773955148672,pending,FARTCOINUSDT,LONG,legacy_5m_retest,,FARTCOINUSDT-LONG-1773954600000,FARTCOINUSDT-LONG-1773954600000,,/root/binance_bot_signals/review_snapshots/20260319/FARTCOINUSDT_LONG_legacy_5m_retest_pending_1773954600000.png,1h,5m,0.2,,,,,OI jump 3.02% + breakout pending + 15m up + 1h up,
1773955936239,closed,ICPUSDT,SHORT,short_exhaustion_retest,ICPUSDT-SHORT-1773922500000-1,,ICPUSDT-SHORT-1773922500000-1,EXPIRED,/root/binance_bot_signals/review_snapshots/20260319/ICPUSDT_SHORT_short_exhaustion_retest_closed_1773922500000.png,1h,15m,2.517,2.51,2.5852999999999997,2.4347,2.3594,EXPIRED | r=0.29 | max bars reached,
1773960368200,pending,AVAXUSDT,SHORT,short_exhaustion_retest,,AVAXUSDT-SHORT-EXH-1773959400000,AVAXUSDT-SHORT-EXH-1773959400000,,/root/binance_bot_signals/review_snapshots/20260319/AVAXUSDT_SHORT_short_exhaustion_retest_pending_1773959400000.png,1h,15m,9.461,,,,,1h exhaustion 23/35 + 15m breakdown 28/30 -> retest fail pending,
1773960371883,pending,ASTERUSDT,SHORT,short_exhaustion_retest,,ASTERUSDT-SHORT-EXH-1773959400000,ASTERUSDT-SHORT-EXH-1773959400000,,/root/binance_bot_signals/review_snapshots/20260319/ASTERUSDT_SHORT_short_exhaustion_retest_pending_1773959400000.png,1h,15m,0.6878,,,,,1h exhaustion 33/35 + 15m breakdown 28/30 -> retest fail pending,
1773960377877,pending,LTCUSDT,SHORT,short_exhaustion_retest,,LTCUSDT-SHORT-EXH-1773959400000,LTCUSDT-SHORT-EXH-1773959400000,,/root/binance_bot_signals/review_snapshots/20260319/LTCUSDT_SHORT_short_exhaustion_retest_pending_1773959400000.png,1h,15m,55.52,,,,,1h exhaustion 35/35 + 15m breakdown 26/30 -> retest fail pending,
1773961313713,confirmed,ASTERUSDT,SHORT,short_exhaustion_retest,ASTERUSDT-SHORT-1773959400000-1,,ASTERUSDT-SHORT-1773959400000-1,,/root/binance_bot_signals/review_snapshots/20260319/ASTERUSDT_SHORT_short_exhaustion_retest_confirmed_1773959400000.png,1h,15m,0.6878,0.6855,0.706065,0.6649349999999999,0.6443699999999999,1h exhaustion 33/35 + 15m breakdown 28/30 -> retest fail retest fail + 15m retest 35/35,
1773965304188,pending,AINUSDT,LONG,legacy_5m_retest,,AINUSDT-LONG-1773964800000,AINUSDT-LONG-1773964800000,,/root/binance_bot_signals/review_snapshots/20260320/AINUSDT_LONG_legacy_5m_retest_pending_1773964800000.png,1h,5m,0.08987,,,,,OI jump 2.55% + breakout pending + 15m flat + 1h up,
1773965785349,pending,CFGUSDT,LONG,legacy_5m_retest,,CFGUSDT-LONG-1773965400000,CFGUSDT-LONG-1773965400000,,/root/binance_bot_signals/review_snapshots/20260320/CFGUSDT_LONG_legacy_5m_retest_pending_1773965400000.png,1h,5m,0.1462,,,,,OI jump 3.92% + breakout pending + 15m flat + 1h flat,
1773965792568,pending,SIGNUSDT,SHORT,short_exhaustion_retest,,SIGNUSDT-SHORT-EXH-1773964800000,SIGNUSDT-SHORT-EXH-1773964800000,,/root/binance_bot_signals/review_snapshots/20260320/SIGNUSDT_SHORT_short_exhaustion_retest_pending_1773964800000.png,1h,15m,0.04424,,,,,1h exhaustion 35/35 + 15m breakdown 28/30 -> retest fail pending,
1773965798902,pending,ANKRUSDT,SHORT,short_exhaustion_retest,,ANKRUSDT-SHORT-EXH-1773964800000,ANKRUSDT-SHORT-EXH-1773964800000,,/root/binance_bot_signals/review_snapshots/20260320/ANKRUSDT_SHORT_short_exhaustion_retest_pending_1773964800000.png,1h,15m,0.004753,,,,,1h exhaustion 25/35 + 15m breakdown 29/30 -> retest fail pending,
1773966712297,closed,APTUSDT,SHORT,short_exhaustion_retest,APTUSDT-SHORT-1773933300000-1,,APTUSDT-SHORT-1773933300000-1,EXPIRED,/root/binance_bot_signals/review_snapshots/20260320/APTUSDT_SHORT_short_exhaustion_retest_closed_1773933300000.png,1h,15m,0.9303,0.9274,0.955222,0.899578,0.871756,EXPIRED | r=-0.76 | max bars reached,
1773966712802,closed,XRPUSDT,SHORT,short_exhaustion_retest,XRPUSDT-SHORT-1773933300000-1,,XRPUSDT-SHORT-1773933300000-1,EXPIRED,/root/binance_bot_signals/review_snapshots/20260320/XRPUSDT_SHORT_short_exhaustion_retest_closed_1773933300000.png,1h,15m,1.4319,1.4276,1.470428,1.384772,1.3419439999999998,EXPIRED | r=-0.44 | max bars reached,
1773967662278,closed,TRXUSDT,SHORT,short_exhaustion_retest,TRXUSDT-SHORT-1773934200000-1,,TRXUSDT-SHORT-1773934200000-1,EXPIRED,/root/binance_bot_signals/review_snapshots/20260320/TRXUSDT_SHORT_short_exhaustion_retest_closed_1773934200000.png,1h,15m,0.30113,0.29976,0.30875280000000005,0.2907672,0.2817744,EXPIRED | r=-0.51 | max bars reached,
1773968483599,pending,ZROUSDT,SHORT,short_exhaustion_retest,,ZROUSDT-SHORT-EXH-1773967500000,ZROUSDT-SHORT-EXH-1773967500000,,/root/binance_bot_signals/review_snapshots/20260320/ZROUSDT_SHORT_short_exhaustion_retest_pending_1773967500000.png,1h,15m,2.051,,,,,1h exhaustion 25/35 + 15m breakdown 26/30 -> retest fail pending,
1773968618793,pending,EDGEUSDT,LONG,legacy_5m_retest,,EDGEUSDT-LONG-1773968100000,EDGEUSDT-LONG-1773968100000,,/root/binance_bot_signals/review_snapshots/20260320/EDGEUSDT_LONG_legacy_5m_retest_pending_1773968100000.png,1h,5m,0.646,,,,,OI jump 14.51% + breakout pending + 15m flat + 1h flat,
1773968772620,pending,LYNUSDT,LONG,legacy_5m_retest,,LYNUSDT-LONG-1773968400000,LYNUSDT-LONG-1773968400000,,/root/binance_bot_signals/review_snapshots/20260320/LYNUSDT_LONG_legacy_5m_retest_pending_1773968400000.png,1h,5m,0.12758,,,,,OI jump 3.32% + breakout pending + 15m flat + 1h up,
1773968795368,pending,AIAUSDT,LONG,legacy_5m_retest,,AIAUSDT-LONG-1773968400000,AIAUSDT-LONG-1773968400000,,/root/binance_bot_signals/review_snapshots/20260320/AIAUSDT_LONG_legacy_5m_retest_pending_1773968400000.png,1h,5m,0.10628,,,,,OI jump 2.77% + breakout pending + 15m flat + 1h flat,
1773969405473,closed,1000PEPEUSDT,SHORT,short_exhaustion_retest,1000PEPEUSDT-SHORT-1773938700000-1,,1000PEPEUSDT-SHORT-1773938700000-1,LOSS_STOP,/root/binance_bot_signals/review_snapshots/20260320/1000PEPEUSDT_SHORT_short_exhaustion_retest_closed_1773938700000.png,1h,15m,0.0033458,0.0033396,0.003439788,0.0032394119999999997,0.0031392239999999995,LOSS_STOP | r=-1.00 | stop hit before tp,
1773972427040,pending,PIPPINUSDT,LONG,legacy_5m_retest,,PIPPINUSDT-LONG-1773972000000,PIPPINUSDT-LONG-1773972000000,,/root/binance_bot_signals/review_snapshots/20260320/PIPPINUSDT_LONG_legacy_5m_retest_pending_1773972000000.png,1h,5m,0.10015,,,,,OI jump 2.47% + breakout pending + 15m up + 1h flat,
1773972598974,pending,KATUSDT,LONG,legacy_5m_retest,,KATUSDT-LONG-1773972000000,KATUSDT-LONG-1773972000000,,/root/binance_bot_signals/review_snapshots/20260320/KATUSDT_LONG_legacy_5m_retest_pending_1773972000000.png,1h,5m,0.01097,,,,,OI jump 4.84% + breakout pending + 15m up + 1h flat,
1773972758908,pending,AIAUSDT,LONG,legacy_5m_retest,,AIAUSDT-LONG-1773972300000,AIAUSDT-LONG-1773972300000,,/root/binance_bot_signals/review_snapshots/20260320/AIAUSDT_LONG_legacy_5m_retest_pending_1773972300000.png,1h,5m,0.11491,,,,,OI jump 2.59% + breakout pending + 15m flat + 1h flat,
1773973064731,pending,BANUSDT,LONG,legacy_5m_retest,,BANUSDT-LONG-1773972600000,BANUSDT-LONG-1773972600000,,/root/binance_bot_signals/review_snapshots/20260320/BANUSDT_LONG_legacy_5m_retest_pending_1773972600000.png,1h,5m,0.06477,,,,,OI jump 3.11% + breakout pending + 15m flat + 1h up,
1773973839169,pending,ZECUSDT,SHORT,short_exhaustion_retest,,ZECUSDT-SHORT-EXH-1773972900000,ZECUSDT-SHORT-EXH-1773972900000,,/root/binance_bot_signals/review_snapshots/20260320/ZECUSDT_SHORT_short_exhaustion_retest_pending_1773972900000.png,1h,15m,233.73,,,,,1h exhaustion 31/35 + 15m breakdown 29/30 -> retest fail pending,
1773973847097,pending,WLDUSDT,SHORT,short_exhaustion_retest,,WLDUSDT-SHORT-EXH-1773972900000,WLDUSDT-SHORT-EXH-1773972900000,,/root/binance_bot_signals/review_snapshots/20260320/WLDUSDT_SHORT_short_exhaustion_retest_pending_1773972900000.png,1h,15m,0.3292,,,,,1h exhaustion 31/35 + 15m breakdown 28/30 -> retest fail pending,
1773973997958,pending,SIRENUSDT,LONG,legacy_5m_retest,,SIRENUSDT-LONG-1773973500000,SIRENUSDT-LONG-1773973500000,,/root/binance_bot_signals/review_snapshots/20260320/SIRENUSDT_LONG_legacy_5m_retest_pending_1773973500000.png,1h,5m,0.84775,,,,,OI jump 2.92% + breakout pending + 15m flat + 1h up,
1773975096709,pending,LYNUSDT,LONG,legacy_5m_retest,,LYNUSDT-LONG-1773974700000,LYNUSDT-LONG-1773974700000,,/root/binance_bot_signals/review_snapshots/20260320/LYNUSDT_LONG_legacy_5m_retest_pending_1773974700000.png,1h,5m,0.1367,,,,,OI jump 2.59% + breakout pending + 15m flat + 1h up,
1773975577900,pending,BANUSDT,LONG,legacy_5m_retest,,BANUSDT-LONG-1773975000000,BANUSDT-LONG-1773975000000,,/root/binance_bot_signals/review_snapshots/20260320/BANUSDT_LONG_legacy_5m_retest_pending_1773975000000.png,1h,5m,0.06964,,,,,OI jump 2.44% + breakout pending + 15m up + 1h up,
1773975724946,confirmed,WLDUSDT,SHORT,short_exhaustion_retest,WLDUSDT-SHORT-1773972900000-2,,WLDUSDT-SHORT-1773972900000-2,,/root/binance_bot_signals/review_snapshots/20260320/WLDUSDT_SHORT_short_exhaustion_retest_confirmed_1773972900000.png,1h,15m,0.3292,0.3285,0.338355,0.318645,0.30879,1h exhaustion 31/35 + 15m breakdown 28/30 -> retest fail retest fail + 15m retest 35/35,
1773975761394,pending,ARCUSDT,LONG,legacy_5m_retest,,ARCUSDT-LONG-1773975300000,ARCUSDT-LONG-1773975300000,,/root/binance_bot_signals/review_snapshots/20260320/ARCUSDT_LONG_legacy_5m_retest_pending_1773975300000.png,1h,5m,0.04842,,,,,OI jump 2.21% + breakout pending + 15m flat + 1h up,
1773976045692,pending,LYNUSDT,LONG,legacy_5m_retest,,LYNUSDT-LONG-1773975600000,LYNUSDT-LONG-1773975600000,,/root/binance_bot_signals/review_snapshots/20260320/LYNUSDT_LONG_legacy_5m_retest_pending_1773975600000.png,1h,5m,0.14199,,,,,OI jump 2.27% + breakout pending + 15m flat + 1h up,
1773977935983,pending,EDGEUSDT,LONG,legacy_5m_retest,,EDGEUSDT-LONG-1773977400000,EDGEUSDT-LONG-1773977400000,,/root/binance_bot_signals/review_snapshots/20260320/EDGEUSDT_LONG_legacy_5m_retest_pending_1773977400000.png,1h,5m,0.6914,,,,,OI jump 7.23% + breakout pending + 15m flat + 1h flat,
1773978154503,pending,LYNUSDT,LONG,legacy_5m_retest,,LYNUSDT-LONG-1773977700000,LYNUSDT-LONG-1773977700000,,review_snapshots/20260320/LYNUSDT_LONG_legacy_5m_retest_pending_1773977700000.png,1h,5m,0.1459,,,,,OI jump 2.68% + breakout pending + 15m flat + 1h up,
1773979214511,pending,DEGOUSDT,SHORT,short_exhaustion_retest,,DEGOUSDT-SHORT-EXH-1773978300000,DEGOUSDT-SHORT-EXH-1773978300000,,review_snapshots/20260320/DEGOUSDT_SHORT_short_exhaustion_retest_pending_1773978300000.png,1h,15m,0.5423,,,,,1h exhaustion 23/35 + 15m breakdown 28/30 -> retest fail pending,
1773982362285,pending,ENJUSDT,LONG,long_breakout_retest,,ENJUSDT-LONG-1773981900000,ENJUSDT-LONG-1773981900000,,review_snapshots/20260320/ENJUSDT_LONG_long_breakout_retest_pending_1773981900000.png,1h,5m,0.02575,,,,,OI jump 2.20% + breakout pending + 15m flat + 1h up,
1773983312906,pending,FETUSDT,LONG,long_breakout_retest,,FETUSDT-LONG-1773982800000,FETUSDT-LONG-1773982800000,,review_snapshots/20260320/FETUSDT_LONG_long_breakout_retest_pending_1773982800000.png,1h,5m,0.2328,,,,,OI jump 2.53% + breakout pending + 15m flat + 1h up,
1773984715338,pending,DEGOUSDT,SHORT,short_exhaustion_retest,,DEGOUSDT-SHORT-EXH-1773983700000,DEGOUSDT-SHORT-EXH-1773983700000,,review_snapshots/20260320/DEGOUSDT_SHORT_short_exhaustion_retest_pending_1773983700000.png,1h,15m,0.5011,,,,,1h exhaustion 23/35 + 15m breakdown 30/30 -> retest fail pending,
1773984726013,pending,COSUSDT,LONG,long_breakout_retest,,COSUSDT-LONG-1773984300000,COSUSDT-LONG-1773984300000,,review_snapshots/20260320/COSUSDT_LONG_long_breakout_retest_pending_1773984300000.png,1h,5m,0.001669,,,,,OI jump 6.85% + breakout pending + 15m flat + 1h up,
1773986452950,pending,PIPPINUSDT,SHORT,short_exhaustion_retest,,PIPPINUSDT-SHORT-EXH-1773985500000,PIPPINUSDT-SHORT-EXH-1773985500000,,review_snapshots/20260320/PIPPINUSDT_SHORT_short_exhaustion_retest_pending_1773985500000.png,1h,15m,0.09251,,,,,1h exhaustion 25/35 + 15m breakdown 26/30 -> retest fail pending,
1773986473005,pending,ARIAUSDT,LONG,long_breakout_retest,,ARIAUSDT-LONG-1773986100000,ARIAUSDT-LONG-1773986100000,,review_snapshots/20260320/ARIAUSDT_LONG_long_breakout_retest_pending_1773986100000.png,1h,5m,0.19499,,,,,OI jump 2.09% + breakout pending + 15m up + 1h flat,
1773989149908,pending,TRUMPUSDT,SHORT,short_exhaustion_retest,,TRUMPUSDT-SHORT-EXH-1773988200000,TRUMPUSDT-SHORT-EXH-1773988200000,,/root/binance_bot_signals/review_snapshots/20260320/TRUMPUSDT_SHORT_short_exhaustion_retest_pending_1773988200000.png,1h,15m,3.339,,,,,1h exhaustion 23/35 + 15m breakdown 28/30 -> retest fail pending,
1773991010044,pending,PIPPINUSDT,SHORT,short_exhaustion_retest,,PIPPINUSDT-SHORT-EXH-1773990000000,PIPPINUSDT-SHORT-EXH-1773990000000,,/root/binance_bot_signals/review_snapshots/20260320/PIPPINUSDT_SHORT_short_exhaustion_retest_pending_1773990000000.png,1h,15m,0.09042,,,,,1h exhaustion 31/35 + 15m breakdown 29/30 -> retest fail pending,
1773991014888,pending,LINKUSDT,SHORT,short_exhaustion_retest,,LINKUSDT-SHORT-EXH-1773990000000,LINKUSDT-SHORT-EXH-1773990000000,,/root/binance_bot_signals/review_snapshots/20260320/LINKUSDT_SHORT_short_exhaustion_retest_pending_1773990000000.png,1h,15m,9.069,,,,,1h exhaustion 35/35 + 15m breakdown 28/30 -> retest fail pending,
1773991016128,pending,WLDUSDT,SHORT,short_exhaustion_retest,,WLDUSDT-SHORT-EXH-1773990000000,WLDUSDT-SHORT-EXH-1773990000000,,/root/binance_bot_signals/review_snapshots/20260320/WLDUSDT_SHORT_short_exhaustion_retest_pending_1773990000000.png,1h,15m,0.3287,,,,,1h exhaustion 25/35 + 15m breakdown 26/30 -> retest fail pending,
1773991017844,pending,NEARUSDT,SHORT,short_exhaustion_retest,,NEARUSDT-SHORT-EXH-1773990000000,NEARUSDT-SHORT-EXH-1773990000000,,/root/binance_bot_signals/review_snapshots/20260320/NEARUSDT_SHORT_short_exhaustion_retest_pending_1773990000000.png,1h,15m,1.343,,,,,1h exhaustion 31/35 + 15m breakdown 30/30 -> retest fail pending,
1773991019485,pending,AVAXUSDT,SHORT,short_exhaustion_retest,,AVAXUSDT-SHORT-EXH-1773990000000,AVAXUSDT-SHORT-EXH-1773990000000,,/root/binance_bot_signals/review_snapshots/20260320/AVAXUSDT_SHORT_short_exhaustion_retest_pending_1773990000000.png,1h,15m,9.506,,,,,1h exhaustion 35/35 + 15m breakdown 29/30 -> retest fail pending,
1773991027458,pending,LTCUSDT,SHORT,short_exhaustion_retest,,LTCUSDT-SHORT-EXH-1773990000000,LTCUSDT-SHORT-EXH-1773990000000,,/root/binance_bot_signals/review_snapshots/20260320/LTCUSDT_SHORT_short_exhaustion_retest_pending_1773990000000.png,1h,15m,55.72,,,,,1h exhaustion 35/35 + 15m breakdown 27/30 -> retest fail pending,
1773991030070,pending,UNIUSDT,SHORT,short_exhaustion_retest,,UNIUSDT-SHORT-EXH-1773990000000,UNIUSDT-SHORT-EXH-1773990000000,,/root/binance_bot_signals/review_snapshots/20260320/UNIUSDT_SHORT_short_exhaustion_retest_pending_1773990000000.png,1h,15m,3.594,,,,,1h exhaustion 31/35 + 15m breakdown 27/30 -> retest fail pending,
1773991031812,pending,WLFIUSDT,SHORT,short_exhaustion_retest,,WLFIUSDT-SHORT-EXH-1773990000000,WLFIUSDT-SHORT-EXH-1773990000000,,/root/binance_bot_signals/review_snapshots/20260320/WLFIUSDT_SHORT_short_exhaustion_retest_pending_1773990000000.png,1h,15m,0.0918,,,,,1h exhaustion 33/35 + 15m breakdown 27/30 -> retest fail pending,
1773991033505,pending,AAVEUSDT,SHORT,short_exhaustion_retest,,AAVEUSDT-SHORT-EXH-1773990000000,AAVEUSDT-SHORT-EXH-1773990000000,,/root/binance_bot_signals/review_snapshots/20260320/AAVEUSDT_SHORT_short_exhaustion_retest_pending_1773990000000.png,1h,15m,111.65,,,,,1h exhaustion 27/35 + 15m breakdown 26/30 -> retest fail pending,
1773992601177,pending,FARTCOINUSDT,LONG,long_breakout_retest,,FARTCOINUSDT-LONG-1773992100000,FARTCOINUSDT-LONG-1773992100000,,/root/binance_bot_signals/review_snapshots/20260320/FARTCOINUSDT_LONG_long_breakout_retest_pending_1773992100000.png,1h,5m,0.2038,,,,,OI jump 2.10% + breakout pending + 15m flat + 1h flat,
1773998412788,pending,COSUSDT,LONG,long_breakout_retest,,COSUSDT-LONG-1773998100000,COSUSDT-LONG-1773998100000,,/root/binance_bot_signals/review_snapshots/20260320/COSUSDT_LONG_long_breakout_retest_pending_1773998100000.png,1h,5m,0.001728,,,,,OI jump 2.90% + breakout pending + 15m flat + 1h flat,
1773999033872,pending,WLDUSDT,SHORT,short_exhaustion_retest,,WLDUSDT-SHORT-EXH-1773998100000,WLDUSDT-SHORT-EXH-1773998100000,,/root/binance_bot_signals/review_snapshots/20260320/WLDUSDT_SHORT_short_exhaustion_retest_pending_1773998100000.png,1h,15m,0.3274,,,,,1h exhaustion 25/35 + 15m breakdown 28/30 -> retest fail pending,
1773999037361,pending,DOTUSDT,SHORT,short_exhaustion_retest,,DOTUSDT-SHORT-EXH-1773998100000,DOTUSDT-SHORT-EXH-1773998100000,,/root/binance_bot_signals/review_snapshots/20260320/DOTUSDT_SHORT_short_exhaustion_retest_pending_1773998100000.png,1h,15m,1.527,,,,,1h exhaustion 25/35 + 15m breakdown 25/30 -> retest fail pending,
