snapshot_ts_ms,stage,symbol,side,strategy,signal_id,pending_id,setup_id,outcome,image_path,context_interval,entry_interval,breakout_level,entry_ref,stop,tp1,tp2,note,image_available
1774201403112,pending,RIVERUSDT,LONG,long_breakout_retest,,RIVERUSDT-LONG-1774200900000,RIVERUSDT-LONG-1774200900000,,/root/binance_bot_signals/review_snapshots/20260322/RIVERUSDT_LONG_long_breakout_retest_pending_1774200900000.png,1h,5m,28.657,,,,,OI jump 2.86% + breakout pending + 15m up + 1h up,
1774201723175,pending,LYNUSDT,LONG,long_breakout_retest,,LYNUSDT-LONG-1774201200000,LYNUSDT-LONG-1774201200000,,/root/binance_bot_signals/review_snapshots/20260322/LYNUSDT_LONG_long_breakout_retest_pending_1774201200000.png,1h,5m,0.09082,,,,,OI jump 5.48% + breakout pending + 15m flat + 1h flat,
1774201901708,pending,EDGEUSDT,LONG,long_breakout_retest,,EDGEUSDT-LONG-1774201500000,EDGEUSDT-LONG-1774201500000,,/root/binance_bot_signals/review_snapshots/20260322/EDGEUSDT_LONG_long_breakout_retest_pending_1774201500000.png,1h,5m,0.81,,,,,OI jump 6.41% + breakout pending + 15m flat + 1h up,
1774203034807,pending,LIGHTUSDT,LONG,long_breakout_retest,,LIGHTUSDT-LONG-1774202700000,LIGHTUSDT-LONG-1774202700000,,/root/binance_bot_signals/review_snapshots/20260322/LIGHTUSDT_LONG_long_breakout_retest_pending_1774202700000.png,1h,5m,0.2925,,,,,OI jump 2.20% + breakout pending + 15m flat + 1h up,
1774203194050,pending,JCTUSDT,LONG,long_breakout_retest,,JCTUSDT-LONG-1774202700000,JCTUSDT-LONG-1774202700000,,/root/binance_bot_signals/review_snapshots/20260322/JCTUSDT_LONG_long_breakout_retest_pending_1774202700000.png,1h,5m,0.003499,,,,,OI jump 7.82% + breakout pending + 15m up + 1h up,
1774203348771,pending,DEGOUSDT,SHORT,short_exhaustion_retest,,DEGOUSDT-SHORT-EXH-1774202400000,DEGOUSDT-SHORT-EXH-1774202400000,,/root/binance_bot_signals/review_snapshots/20260322/DEGOUSDT_SHORT_short_exhaustion_retest_pending_1774202400000.png,1h,15m,0.3485,,,,,1h exhaustion 23/35 + 15m breakdown 28/30 -> retest fail pending,
1774203826672,pending,ARIAUSDT,LONG,long_breakout_retest,,ARIAUSDT-LONG-1774203300000,ARIAUSDT-LONG-1774203300000,,/root/binance_bot_signals/review_snapshots/20260322/ARIAUSDT_LONG_long_breakout_retest_pending_1774203300000.png,1h,5m,0.28009,,,,,OI jump 6.15% + breakout pending + 15m flat + 1h flat,
1774204283343,pending,MAGMAUSDT,LONG,long_breakout_retest,,MAGMAUSDT-LONG-1774203900000,MAGMAUSDT-LONG-1774203900000,,/root/binance_bot_signals/review_snapshots/20260322/MAGMAUSDT_LONG_long_breakout_retest_pending_1774203900000.png,1h,5m,0.13499,,,,,OI jump 2.13% + breakout pending + 15m up + 1h up,
1774205111187,pending,DASHUSDT,SHORT,short_exhaustion_retest,,DASHUSDT-SHORT-EXH-1774204200000,DASHUSDT-SHORT-EXH-1774204200000,,/root/binance_bot_signals/review_snapshots/20260322/DASHUSDT_SHORT_short_exhaustion_retest_pending_1774204200000.png,1h,15m,31.84,,,,,1h exhaustion 33/35 + 15m breakdown 26/30 -> retest fail pending,
1774205234684,confirmed,DEGOUSDT,SHORT,short_exhaustion_retest,DEGOUSDT-SHORT-1774202400000-2,,DEGOUSDT-SHORT-1774202400000-2,,/root/binance_bot_signals/review_snapshots/20260322/DEGOUSDT_SHORT_short_exhaustion_retest_confirmed_1774202400000.png,1h,15m,0.3485,0.3391,0.34984639999999995,0.3283536000000001,0.31760720000000014,1h exhaustion 23/35 + 15m breakdown 28/30 -> retest fail retest fail + 15m retest 35/35,
1774205239272,pending,DOGEUSDT,SHORT,short_exhaustion_retest,,DOGEUSDT-SHORT-EXH-1774204200000,DOGEUSDT-SHORT-EXH-1774204200000,,/root/binance_bot_signals/review_snapshots/20260322/DOGEUSDT_SHORT_short_exhaustion_retest_pending_1774204200000.png,1h,15m,0.09105,,,,,1h exhaustion 27/35 + 15m breakdown 27/30 -> retest fail pending,
1774205247182,pending,FILUSDT,SHORT,short_exhaustion_retest,,FILUSDT-SHORT-EXH-1774204200000,FILUSDT-SHORT-EXH-1774204200000,,/root/binance_bot_signals/review_snapshots/20260322/FILUSDT_SHORT_short_exhaustion_retest_pending_1774204200000.png,1h,15m,0.87,,,,,1h exhaustion 33/35 + 15m breakdown 27/30 -> retest fail pending,
1774205252259,pending,NEARUSDT,SHORT,short_exhaustion_retest,,NEARUSDT-SHORT-EXH-1774204200000,NEARUSDT-SHORT-EXH-1774204200000,,/root/binance_bot_signals/review_snapshots/20260322/NEARUSDT_SHORT_short_exhaustion_retest_pending_1774204200000.png,1h,15m,1.281,,,,,1h exhaustion 27/35 + 15m breakdown 28/30 -> retest fail pending,
1774205265155,pending,WIFUSDT,SHORT,short_exhaustion_retest,,WIFUSDT-SHORT-EXH-1774204200000,WIFUSDT-SHORT-EXH-1774204200000,,/root/binance_bot_signals/review_snapshots/20260322/WIFUSDT_SHORT_short_exhaustion_retest_pending_1774204200000.png,1h,15m,0.1731,,,,,1h exhaustion 27/35 + 15m breakdown 28/30 -> retest fail pending,
1774205270566,pending,PENGUUSDT,SHORT,short_exhaustion_retest,,PENGUUSDT-SHORT-EXH-1774204200000,PENGUUSDT-SHORT-EXH-1774204200000,,/root/binance_bot_signals/review_snapshots/20260322/PENGUUSDT_SHORT_short_exhaustion_retest_pending_1774204200000.png,1h,15m,0.006754,,,,,1h exhaustion 25/35 + 15m breakdown 25/30 -> retest fail pending,
1774206038359,confirmed,DASHUSDT,SHORT,short_exhaustion_retest,DASHUSDT-SHORT-1774204200000-1,,DASHUSDT-SHORT-1774204200000-1,,/root/binance_bot_signals/review_snapshots/20260322/DASHUSDT_SHORT_short_exhaustion_retest_confirmed_1774204200000.png,1h,15m,31.84,31.72,32.6716,30.7684,29.8168,1h exhaustion 33/35 + 15m breakdown 26/30 -> retest fail retest fail + 15m retest 35/35,
1774206867902,pending,DEXEUSDT,LONG,long_breakout_retest,,DEXEUSDT-LONG-1774206300000,DEXEUSDT-LONG-1774206300000,,/root/binance_bot_signals/review_snapshots/20260322/DEXEUSDT_LONG_long_breakout_retest_pending_1774206300000.png,1h,5m,6.984,,,,,OI jump 2.18% + breakout pending + 15m flat + 1h flat,
1774206996448,confirmed,FILUSDT,SHORT,short_exhaustion_retest,FILUSDT-SHORT-1774204200000-2,,FILUSDT-SHORT-1774204200000-2,,/root/binance_bot_signals/review_snapshots/20260322/FILUSDT_SHORT_short_exhaustion_retest_confirmed_1774204200000.png,1h,15m,0.87,0.866,0.89198,0.84002,0.81404,1h exhaustion 33/35 + 15m breakdown 27/30 -> retest fail retest fail + 15m retest 35/35,
1774206997700,confirmed,NEARUSDT,SHORT,short_exhaustion_retest,NEARUSDT-SHORT-1774204200000-2,,NEARUSDT-SHORT-1774204200000-2,,/root/binance_bot_signals/review_snapshots/20260322/NEARUSDT_SHORT_short_exhaustion_retest_confirmed_1774204200000.png,1h,15m,1.281,1.275,1.31325,1.2367499999999998,1.1984999999999997,1h exhaustion 27/35 + 15m breakdown 28/30 -> retest fail retest fail + 15m retest 35/35,
1774207830901,pending,UNIUSDT,SHORT,short_exhaustion_retest,,UNIUSDT-SHORT-EXH-1774206900000,UNIUSDT-SHORT-EXH-1774206900000,,/root/binance_bot_signals/review_snapshots/20260322/UNIUSDT_SHORT_short_exhaustion_retest_pending_1774206900000.png,1h,15m,3.448,,,,,1h exhaustion 35/35 + 15m breakdown 26/30 -> retest fail pending,
1774208937445,pending,TRIAUSDT,LONG,long_breakout_retest,,TRIAUSDT-LONG-1774208400000,TRIAUSDT-LONG-1774208400000,,/root/binance_bot_signals/review_snapshots/20260322/TRIAUSDT_LONG_long_breakout_retest_pending_1774208400000.png,1h,5m,0.04634,,,,,OI jump 2.16% + breakout pending + 15m flat + 1h flat,
1774210532724,pending,JCTUSDT,LONG,long_breakout_retest,,JCTUSDT-LONG-1774210200000,JCTUSDT-LONG-1774210200000,,/root/binance_bot_signals/review_snapshots/20260322/JCTUSDT_LONG_long_breakout_retest_pending_1774210200000.png,1h,5m,0.003413,,,,,OI jump 5.06% + breakout pending + 15m up + 1h flat,
1774211320345,pending,TRIAUSDT,LONG,long_breakout_retest,,TRIAUSDT-LONG-1774210800000,TRIAUSDT-LONG-1774210800000,,/root/binance_bot_signals/review_snapshots/20260322/TRIAUSDT_LONG_long_breakout_retest_pending_1774210800000.png,1h,5m,0.04688,,,,,OI jump 3.45% + breakout pending + 15m flat + 1h up,
1774213218150,pending,SUIUSDT,SHORT,short_exhaustion_retest,,SUIUSDT-SHORT-EXH-1774212300000,SUIUSDT-SHORT-EXH-1774212300000,,/root/binance_bot_signals/review_snapshots/20260322/SUIUSDT_SHORT_short_exhaustion_retest_pending_1774212300000.png,1h,15m,0.9071,,,,,1h exhaustion 35/35 + 15m breakdown 28/30 -> retest fail pending,
1774213371903,pending,RIVERUSDT,LONG,long_breakout_retest,,RIVERUSDT-LONG-1774212900000,RIVERUSDT-LONG-1774212900000,,/root/binance_bot_signals/review_snapshots/20260322/RIVERUSDT_LONG_long_breakout_retest_pending_1774212900000.png,1h,5m,30.428,,,,,OI jump 4.02% + breakout pending + 15m flat + 1h up,
1774214164607,confirmed,SUIUSDT,SHORT,short_exhaustion_retest,SUIUSDT-SHORT-1774212300000-1,,SUIUSDT-SHORT-1774212300000-1,,/root/binance_bot_signals/review_snapshots/20260322/SUIUSDT_SHORT_short_exhaustion_retest_confirmed_1774212300000.png,1h,15m,0.9071,0.9002,0.927206,0.873194,0.846188,1h exhaustion 35/35 + 15m breakdown 28/30 -> retest fail retest fail + 15m retest 35/35,
1774214167441,pending,SOLUSDT,SHORT,short_exhaustion_retest,,SOLUSDT-SHORT-EXH-1774213200000,SOLUSDT-SHORT-EXH-1774213200000,,/root/binance_bot_signals/review_snapshots/20260322/SOLUSDT_SHORT_short_exhaustion_retest_pending_1774213200000.png,1h,15m,86.4,,,,,1h exhaustion 27/35 + 15m breakdown 28/30 -> retest fail pending,
1774214168695,pending,XRPUSDT,SHORT,short_exhaustion_retest,,XRPUSDT-SHORT-EXH-1774213200000,XRPUSDT-SHORT-EXH-1774213200000,,/root/binance_bot_signals/review_snapshots/20260322/XRPUSDT_SHORT_short_exhaustion_retest_pending_1774213200000.png,1h,15m,1.3801,,,,,1h exhaustion 27/35 + 15m breakdown 25/30 -> retest fail pending,
1774214169950,pending,DOGEUSDT,SHORT,short_exhaustion_retest,,DOGEUSDT-SHORT-EXH-1774213200000,DOGEUSDT-SHORT-EXH-1774213200000,,/root/binance_bot_signals/review_snapshots/20260322/DOGEUSDT_SHORT_short_exhaustion_retest_pending_1774213200000.png,1h,15m,0.09003,,,,,1h exhaustion 27/35 + 15m breakdown 27/30 -> retest fail pending,
1774214173536,pending,BNBUSDT,SHORT,short_exhaustion_retest,,BNBUSDT-SHORT-EXH-1774213200000,BNBUSDT-SHORT-EXH-1774213200000,,/root/binance_bot_signals/review_snapshots/20260322/BNBUSDT_SHORT_short_exhaustion_retest_pending_1774213200000.png,1h,15m,626.1,,,,,1h exhaustion 27/35 + 15m breakdown 28/30 -> retest fail pending,
1774214179569,pending,BCHUSDT,SHORT,short_exhaustion_retest,,BCHUSDT-SHORT-EXH-1774213200000,BCHUSDT-SHORT-EXH-1774213200000,,/root/binance_bot_signals/review_snapshots/20260322/BCHUSDT_SHORT_short_exhaustion_retest_pending_1774213200000.png,1h,15m,464.48,,,,,1h exhaustion 27/35 + 15m breakdown 28/30 -> retest fail pending,
1774214181278,pending,LINKUSDT,SHORT,short_exhaustion_retest,,LINKUSDT-SHORT-EXH-1774213200000,LINKUSDT-SHORT-EXH-1774213200000,,/root/binance_bot_signals/review_snapshots/20260322/LINKUSDT_SHORT_short_exhaustion_retest_pending_1774213200000.png,1h,15m,8.674,,,,,1h exhaustion 25/35 + 15m breakdown 28/30 -> retest fail pending,
1774214185465,pending,TRXUSDT,SHORT,short_exhaustion_retest,,TRXUSDT-SHORT-EXH-1774213200000,TRXUSDT-SHORT-EXH-1774213200000,,/root/binance_bot_signals/review_snapshots/20260322/TRXUSDT_SHORT_short_exhaustion_retest_pending_1774213200000.png,1h,15m,0.31706,,,,,1h exhaustion 35/35 + 15m breakdown 27/30 -> retest fail pending,
1774214189714,pending,LTCUSDT,SHORT,short_exhaustion_retest,,LTCUSDT-SHORT-EXH-1774213200000,LTCUSDT-SHORT-EXH-1774213200000,,/root/binance_bot_signals/review_snapshots/20260322/LTCUSDT_SHORT_short_exhaustion_retest_pending_1774213200000.png,1h,15m,53.46,,,,,1h exhaustion 27/35 + 15m breakdown 26/30 -> retest fail pending,
1774214201689,pending,1000SHIBUSDT,SHORT,short_exhaustion_retest,,1000SHIBUSDT-SHORT-EXH-1774213200000,1000SHIBUSDT-SHORT-EXH-1774213200000,,/root/binance_bot_signals/review_snapshots/20260322/1000SHIBUSDT_SHORT_short_exhaustion_retest_pending_1774213200000.png,1h,15m,0.005698,,,,,1h exhaustion 35/35 + 15m breakdown 27/30 -> retest fail pending,
1774214202942,pending,HBARUSDT,SHORT,short_exhaustion_retest,,HBARUSDT-SHORT-EXH-1774213200000,HBARUSDT-SHORT-EXH-1774213200000,,/root/binance_bot_signals/review_snapshots/20260322/HBARUSDT_SHORT_short_exhaustion_retest_pending_1774213200000.png,1h,15m,0.08887,,,,,1h exhaustion 35/35 + 15m breakdown 28/30 -> retest fail pending,
1774214204175,pending,XLMUSDT,SHORT,short_exhaustion_retest,,XLMUSDT-SHORT-EXH-1774213200000,XLMUSDT-SHORT-EXH-1774213200000,,/root/binance_bot_signals/review_snapshots/20260322/XLMUSDT_SHORT_short_exhaustion_retest_pending_1774213200000.png,1h,15m,0.15636,,,,,1h exhaustion 27/35 + 15m breakdown 28/30 -> retest fail pending,
1774214208210,pending,ETCUSDT,SHORT,short_exhaustion_retest,,ETCUSDT-SHORT-EXH-1774213200000,ETCUSDT-SHORT-EXH-1774213200000,,/root/binance_bot_signals/review_snapshots/20260322/ETCUSDT_SHORT_short_exhaustion_retest_pending_1774213200000.png,1h,15m,8.023,,,,,1h exhaustion 27/35 + 15m breakdown 25/30 -> retest fail pending,
1774214851690,pending,CYSUSDT,LONG,long_breakout_retest,,CYSUSDT-LONG-1774214400000,CYSUSDT-LONG-1774214400000,,/root/binance_bot_signals/review_snapshots/20260322/CYSUSDT_LONG_long_breakout_retest_pending_1774214400000.png,1h,5m,0.7572,,,,,OI jump 2.18% + breakout pending + 15m up + 1h up,
1774215136653,closed,FILUSDT,SHORT,short_exhaustion_retest,FILUSDT-SHORT-1774204200000-2,,FILUSDT-SHORT-1774204200000-2,WIN_TP1,/root/binance_bot_signals/review_snapshots/20260322/FILUSDT_SHORT_short_exhaustion_retest_closed_1774204200000.png,1h,15m,0.87,0.866,0.89198,0.84002,0.81404,WIN_TP1 | r=1.00 | tp1 hit,
1774215813676,pending,币安人生USDT,LONG,long_breakout_retest,,币安人生USDT-LONG-1774215300000,币安人生USDT-LONG-1774215300000,,/root/binance_bot_signals/review_snapshots/20260322/USDT_LONG_long_breakout_retest_pending_1774215300000.png,1h,5m,0.04838,,,,,OI jump 2.94% + breakout pending + 15m flat + 1h flat,
1774215939591,confirmed,XLMUSDT,SHORT,short_exhaustion_retest,XLMUSDT-SHORT-1774213200000-2,,XLMUSDT-SHORT-1774213200000-2,,/root/binance_bot_signals/review_snapshots/20260322/XLMUSDT_SHORT_short_exhaustion_retest_confirmed_1774213200000.png,1h,15m,0.15636,0.15594,0.1606182,0.1512618,0.1465836,1h exhaustion 27/35 + 15m breakdown 28/30 -> retest fail retest fail + 15m retest 35/35,
1774215940878,confirmed,DOGEUSDT,SHORT,short_exhaustion_retest,DOGEUSDT-SHORT-1774213200000-2,,DOGEUSDT-SHORT-1774213200000-2,,/root/binance_bot_signals/review_snapshots/20260322/DOGEUSDT_SHORT_short_exhaustion_retest_confirmed_1774213200000.png,1h,15m,0.09003,0.08991,0.0926073,0.0872127,0.0845154,1h exhaustion 27/35 + 15m breakdown 27/30 -> retest fail retest fail + 15m retest 35/35,
1774216902575,confirmed,LTCUSDT,SHORT,short_exhaustion_retest,LTCUSDT-SHORT-1774213200000-3,,LTCUSDT-SHORT-1774213200000-3,,/root/binance_bot_signals/review_snapshots/20260322/LTCUSDT_SHORT_short_exhaustion_retest_confirmed_1774213200000.png,1h,15m,53.46,53.32,54.9196,51.7204,50.120799999999996,1h exhaustion 27/35 + 15m breakdown 26/30 -> retest fail retest fail + 15m retest 35/35,
1774216917838,pending,UAIUSDT,SHORT,short_exhaustion_retest,,UAIUSDT-SHORT-EXH-1774215900000,UAIUSDT-SHORT-EXH-1774215900000,,/root/binance_bot_signals/review_snapshots/20260322/UAIUSDT_SHORT_short_exhaustion_retest_pending_1774215900000.png,1h,15m,0.2776,,,,,1h exhaustion 25/35 + 15m breakdown 25/30 -> retest fail pending,
1774217553770,pending,LYNUSDT,LONG,long_breakout_retest,,LYNUSDT-LONG-1774217100000,LYNUSDT-LONG-1774217100000,,/root/binance_bot_signals/review_snapshots/20260322/LYNUSDT_LONG_long_breakout_retest_pending_1774217100000.png,1h,5m,0.09057,,,,,OI jump 2.12% + breakout pending + 15m up + 1h flat,
1774218350659,pending,LYNUSDT,LONG,long_breakout_retest,,LYNUSDT-LONG-1774218000000,LYNUSDT-LONG-1774218000000,,/root/binance_bot_signals/review_snapshots/20260322/LYNUSDT_LONG_long_breakout_retest_pending_1774218000000.png,1h,5m,0.09154,,,,,OI jump 4.76% + breakout pending + 15m up + 1h flat,
1774221366948,closed,DEGOUSDT,SHORT,short_exhaustion_retest,DEGOUSDT-SHORT-1774202400000-2,,DEGOUSDT-SHORT-1774202400000-2,LOSS_STOP,/root/binance_bot_signals/review_snapshots/20260322/DEGOUSDT_SHORT_short_exhaustion_retest_closed_1774202400000.png,1h,15m,0.3485,0.3391,0.34984639999999995,0.3283536000000001,0.31760720000000014,LOSS_STOP | r=-1.00 | stop hit before tp,
1774224077036,closed,AKTUSDT,SHORT,short_exhaustion_retest,AKTUSDT-SHORT-1774190700000-2,,AKTUSDT-SHORT-1774190700000-2,EXPIRED,/root/binance_bot_signals/review_snapshots/20260323/AKTUSDT_SHORT_short_exhaustion_retest_closed_1774190700000.png,1h,15m,0.5779,0.5751,0.5923529999999999,0.557847,0.540594,EXPIRED | r=-0.23 | max bars reached,
1774225376292,pending,BARDUSDT,LONG,long_breakout_retest,,BARDUSDT-LONG-1774224900000,BARDUSDT-LONG-1774224900000,,/root/binance_bot_signals/review_snapshots/20260323/BARDUSDT_LONG_long_breakout_retest_pending_1774224900000.png,1h,5m,0.483,,,,,OI jump 2.47% + breakout pending + 15m flat + 1h flat,
1774225700336,pending,KATUSDT,LONG,long_breakout_retest,,KATUSDT-LONG-1774225200000,KATUSDT-LONG-1774225200000,,/root/binance_bot_signals/review_snapshots/20260323/KATUSDT_LONG_long_breakout_retest_pending_1774225200000.png,1h,5m,0.01167,,,,,OI jump 4.95% + breakout pending + 15m up + 1h flat,
1774225863046,pending,ORDERUSDT,SHORT,short_exhaustion_retest,,ORDERUSDT-SHORT-EXH-1774224900000,ORDERUSDT-SHORT-EXH-1774224900000,,/root/binance_bot_signals/review_snapshots/20260323/ORDERUSDT_SHORT_short_exhaustion_retest_pending_1774224900000.png,1h,15m,0.05823,,,,,1h exhaustion 35/35 + 15m breakdown 28/30 -> retest fail pending,
1774225873681,pending,ANKRUSDT,SHORT,short_exhaustion_retest,,ANKRUSDT-SHORT-EXH-1774224900000,ANKRUSDT-SHORT-EXH-1774224900000,,/root/binance_bot_signals/review_snapshots/20260323/ANKRUSDT_SHORT_short_exhaustion_retest_pending_1774224900000.png,1h,15m,0.005182,,,,,1h exhaustion 23/35 + 15m breakdown 26/30 -> retest fail pending,
1774227610192,closed,DASHUSDT,SHORT,short_exhaustion_retest,DASHUSDT-SHORT-1774204200000-1,,DASHUSDT-SHORT-1774204200000-1,LOSS_STOP,/root/binance_bot_signals/review_snapshots/20260323/DASHUSDT_SHORT_short_exhaustion_retest_closed_1774204200000.png,1h,15m,31.84,31.72,32.6716,30.7684,29.8168,LOSS_STOP | r=-1.00 | stop hit before tp,
1774229084510,pending,GUNUSDT,LONG,long_breakout_retest,,GUNUSDT-LONG-1774228500000,GUNUSDT-LONG-1774228500000,,/root/binance_bot_signals/review_snapshots/20260323/GUNUSDT_LONG_long_breakout_retest_pending_1774228500000.png,1h,5m,0.02668,,,,,OI jump 2.00% + breakout pending + 15m flat + 1h flat,
1774229087155,pending,BTRUSDT,LONG,long_breakout_retest,,BTRUSDT-LONG-1774228500000,BTRUSDT-LONG-1774228500000,,/root/binance_bot_signals/review_snapshots/20260323/BTRUSDT_LONG_long_breakout_retest_pending_1774228500000.png,1h,5m,0.19351,,,,,OI jump 2.03% + breakout pending + 15m flat + 1h up,
1774229534517,pending,SIRENUSDT,LONG,long_breakout_retest,,SIRENUSDT-LONG-1774229100000,SIRENUSDT-LONG-1774229100000,,/root/binance_bot_signals/review_snapshots/20260323/SIRENUSDT_LONG_long_breakout_retest_pending_1774229100000.png,1h,5m,2.47751,,,,,OI jump 4.44% + breakout pending + 15m up + 1h flat,
1774230494410,pending,RIVERUSDT,LONG,long_breakout_retest,,RIVERUSDT-LONG-1774230000000,RIVERUSDT-LONG-1774230000000,,/root/binance_bot_signals/review_snapshots/20260323/RIVERUSDT_LONG_long_breakout_retest_pending_1774230000000.png,1h,5m,30.909,,,,,OI jump 2.58% + breakout pending + 15m flat + 1h flat,
1774230981110,pending,SIGNUSDT,LONG,long_breakout_retest,,SIGNUSDT-LONG-1774230600000,SIGNUSDT-LONG-1774230600000,,/root/binance_bot_signals/review_snapshots/20260323/SIGNUSDT_LONG_long_breakout_retest_pending_1774230600000.png,1h,5m,0.05435,,,,,OI jump 2.13% + breakout pending + 15m up + 1h flat,
1774233036436,pending,GALAUSDT,LONG,long_breakout_retest,,GALAUSDT-LONG-1774232700000,GALAUSDT-LONG-1774232700000,,/root/binance_bot_signals/review_snapshots/20260323/GALAUSDT_LONG_long_breakout_retest_pending_1774232700000.png,1h,5m,0.00308,,,,,OI jump 2.39% + breakout pending + 15m up + 1h flat,
1774233193049,pending,TRIAUSDT,LONG,long_breakout_retest,,TRIAUSDT-LONG-1774232700000,TRIAUSDT-LONG-1774232700000,,/root/binance_bot_signals/review_snapshots/20260323/TRIAUSDT_LONG_long_breakout_retest_pending_1774232700000.png,1h,5m,0.04989,,,,,OI jump 2.22% + breakout pending + 15m flat + 1h flat,
1774233685139,pending,GIGGLEUSDT,LONG,long_breakout_retest,,GIGGLEUSDT-LONG-1774233300000,GIGGLEUSDT-LONG-1774233300000,,/root/binance_bot_signals/review_snapshots/20260323/GIGGLEUSDT_LONG_long_breakout_retest_pending_1774233300000.png,1h,5m,25.2,,,,,OI jump 2.89% + breakout pending + 15m up + 1h flat,
1774236505105,pending,RDNTUSDT,LONG,long_breakout_retest,,RDNTUSDT-LONG-1774236000000,RDNTUSDT-LONG-1774236000000,,/root/binance_bot_signals/review_snapshots/20260323/RDNTUSDT_LONG_long_breakout_retest_pending_1774236000000.png,1h,5m,0.005566,,,,,OI jump 2.06% + breakout pending + 15m flat + 1h flat,
1774236517049,pending,PUMPUSDT,LONG,long_breakout_retest,,PUMPUSDT-LONG-1774236000000,PUMPUSDT-LONG-1774236000000,,/root/binance_bot_signals/review_snapshots/20260323/PUMPUSDT_LONG_long_breakout_retest_pending_1774236000000.png,1h,5m,0.001795,,,,,OI jump 2.42% + breakout pending + 15m flat + 1h flat,
1774237168577,pending,GIGGLEUSDT,LONG,long_breakout_retest,,GIGGLEUSDT-LONG-1774236600000,GIGGLEUSDT-LONG-1774236600000,,/root/binance_bot_signals/review_snapshots/20260323/GIGGLEUSDT_LONG_long_breakout_retest_pending_1774236600000.png,1h,5m,25.72,,,,,OI jump 2.51% + breakout pending + 15m flat + 1h flat,
1774237613939,closed,NEARUSDT,SHORT,short_exhaustion_retest,NEARUSDT-SHORT-1774204200000-2,,NEARUSDT-SHORT-1774204200000-2,EXPIRED,/root/binance_bot_signals/review_snapshots/20260323/NEARUSDT_SHORT_short_exhaustion_retest_closed_1774204200000.png,1h,15m,1.281,1.275,1.31325,1.2367499999999998,1.1984999999999997,EXPIRED | r=-0.24 | max bars reached,
1774238596346,pending,EDGEUSDT,LONG,long_breakout_retest,,EDGEUSDT-LONG-1774238100000,EDGEUSDT-LONG-1774238100000,,/root/binance_bot_signals/review_snapshots/20260323/EDGEUSDT_LONG_long_breakout_retest_pending_1774238100000.png,1h,5m,0.7696,,,,,OI jump 2.73% + breakout pending + 15m up + 1h flat,
1774239713001,pending,DUSKUSDT,LONG,long_breakout_retest,,DUSKUSDT-LONG-1774239300000,DUSKUSDT-LONG-1774239300000,,/root/binance_bot_signals/review_snapshots/20260323/DUSKUSDT_LONG_long_breakout_retest_pending_1774239300000.png,1h,5m,0.09615,,,,,OI jump 3.03% + breakout pending + 15m flat + 1h up,
1774240042216,pending,STOUSDT,LONG,long_breakout_retest,,STOUSDT-LONG-1774239600000,STOUSDT-LONG-1774239600000,,/root/binance_bot_signals/review_snapshots/20260323/STOUSDT_LONG_long_breakout_retest_pending_1774239600000.png,1h,5m,0.08619,,,,,OI jump 3.31% + breakout pending + 15m flat + 1h flat,
1774242381132,pending,RIVERUSDT,LONG,long_breakout_retest,,RIVERUSDT-LONG-1774242000000,RIVERUSDT-LONG-1774242000000,,/root/binance_bot_signals/review_snapshots/20260323/RIVERUSDT_LONG_long_breakout_retest_pending_1774242000000.png,1h,5m,28.556,,,,,OI jump 2.04% + breakout pending + 15m flat + 1h flat,
1774243010536,pending,SIRENUSDT,LONG,long_breakout_retest,,SIRENUSDT-LONG-1774242600000,SIRENUSDT-LONG-1774242600000,,/root/binance_bot_signals/review_snapshots/20260323/SIRENUSDT_LONG_long_breakout_retest_pending_1774242600000.png,1h,5m,2.73689,,,,,OI jump 4.91% + breakout pending + 15m flat + 1h up,
1774243808958,pending,JCTUSDT,SHORT,short_exhaustion_retest,,JCTUSDT-SHORT-EXH-1774242900000,JCTUSDT-SHORT-EXH-1774242900000,,/root/binance_bot_signals/review_snapshots/20260323/JCTUSDT_SHORT_short_exhaustion_retest_pending_1774242900000.png,1h,15m,0.004303,,,,,1h exhaustion 33/35 + 15m breakdown 26/30 -> retest fail pending,
1774244772179,pending,APTUSDT,SHORT,short_exhaustion_retest,,APTUSDT-SHORT-EXH-1774243800000,APTUSDT-SHORT-EXH-1774243800000,,/root/binance_bot_signals/review_snapshots/20260323/APTUSDT_SHORT_short_exhaustion_retest_pending_1774243800000.png,1h,15m,0.9408,,,,,1h exhaustion 33/35 + 15m breakdown 25/30 -> retest fail pending,
1774244785825,pending,BLUAIUSDT,LONG,long_breakout_retest,,BLUAIUSDT-LONG-1774244400000,BLUAIUSDT-LONG-1774244400000,,/root/binance_bot_signals/review_snapshots/20260323/BLUAIUSDT_LONG_long_breakout_retest_pending_1774244400000.png,1h,5m,0.008656,,,,,OI jump 2.91% + breakout pending + 15m up + 1h flat,
1774245697139,closed,SUIUSDT,SHORT,short_exhaustion_retest,SUIUSDT-SHORT-1774212300000-1,,SUIUSDT-SHORT-1774212300000-1,EXPIRED,/root/binance_bot_signals/review_snapshots/20260323/SUIUSDT_SHORT_short_exhaustion_retest_closed_1774212300000.png,1h,15m,0.9071,0.9002,0.927206,0.873194,0.846188,EXPIRED | r=-0.54 | max bars reached,
