review_ts_ms,review_date,symbol,side_hint,strategy_hint,market_regime,opportunity_type,bot_status,miss_stage,miss_type,reason_code,reason_text,setup_id,signal_id,manual_tradable,improvement_candidate,note
1774569478870,2026-03-26,BLUAIUSDT,LONG_OPPORTUNITY,long_breakout_retest,RANGE,TOP_GAINER,EXPIRED_WAIT,RETEST_CONFIRM,BAD_MISS,expired_wait,retest wait expired,BLUAIUSDT-LONG-1774256400000,,yes,yes,24h_change=38.63% quote_volume=104360329
1774569478870,2026-03-26,LYNUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,RANGE,TOP_LOSER,EXPIRED_WAIT,RETEST_CONFIRM,BAD_MISS,expired_wait,retest wait expired,LYNUSDT-SHORT-EXH-1774518300000,,yes,yes,24h_change=-25.82% quote_volume=30805564
1774569478870,2026-03-26,RIVERUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,RANGE,TOP_LOSER,EXPIRED_WAIT,RETEST_CONFIRM,BAD_MISS,expired_wait,retest wait expired,RIVERUSDT-LONG-1774347300000,,yes,yes,24h_change=-24.16% quote_volume=399825339
1774569478870,2026-03-26,SIGNUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,RANGE,TOP_LOSER,SENT,SEND,CAUGHT,sent,1h exhaustion 33/35 + 15m breakdown 29/30 -> retest fail retest fail + 15m retest 35/35,SIGNUSDT-SHORT-1774481400000-2,SIGNUSDT-SHORT-1774481400000-2,yes,no,24h_change=-22.13% quote_volume=111691039
1774569478871,2026-03-26,BASUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,RANGE,TOP_LOSER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,BASUSDT-LONG-1774422900000,,yes,yes,24h_change=-21.88% quote_volume=28502063
1774569478871,2026-03-26,KITEUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,RANGE,TOP_LOSER,SENT,SEND,CAUGHT,sent,1h exhaustion 23/35 + 15m breakdown 27/30 -> retest fail retest fail + 15m retest 35/35,KITEUSDT-SHORT-1774400400000-2,KITEUSDT-SHORT-1774400400000-2,yes,no,24h_change=-19.99% quote_volume=88297605
1774569478871,2026-03-26,SIRENUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,RANGE,TOP_LOSER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,acceptance_floor_lost 2.005000<2.027550,SIRENUSDT-LONG-1774530300000,,yes,yes,24h_change=-19.55% quote_volume=704472503
1774569478871,2026-03-26,STOUSDT,LONG_OPPORTUNITY,long_breakout_retest,RANGE,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,stale_breakout runup 3.78%,STOUSDT-LONG-1774239600000,,yes,yes,24h_change=19.15% quote_volume=75640394
1774569478871,2026-03-26,ESPORTSUSDT,LONG_OPPORTUNITY,long_breakout_retest,RANGE,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,ESPORTSUSDT-LONG-1774496100000,,yes,yes,24h_change=16.66% quote_volume=61414860
1774569478871,2026-03-26,CYSUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,RANGE,TOP_LOSER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,CYSUSDT-LONG-1774537200000,,yes,yes,24h_change=-16.63% quote_volume=48250487
