review_ts_ms,review_date,symbol,side_hint,strategy_hint,market_regime,opportunity_type,bot_status,miss_stage,miss_type,reason_code,reason_text,setup_id,signal_id,manual_tradable,improvement_candidate,note
1773987392933,2026-03-20,EDGEUSDT,LONG_OPPORTUNITY,long_breakout_retest,RANGE,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,stale_breakout runup 3.96%,EDGEUSDT-LONG-1773977400000,,yes,yes,24h_change=100.38% quote_volume=148193785
1773987392933,2026-03-20,UAIUSDT,LONG_OPPORTUNITY,long_breakout_retest,RANGE,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,UAIUSDT-LONG-1773936600000,,yes,yes,24h_change=38.60% quote_volume=162476917
1773987392933,2026-03-20,DEGOUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,RANGE,TOP_LOSER,EXPIRED_WAIT,RETEST_CONFIRM,BAD_MISS,expired_wait,retest wait expired,DEGOUSDT-SHORT-EXH-1773983700000,,yes,yes,24h_change=-37.48% quote_volume=251548833
1773987392933,2026-03-20,PHAUSDT,LONG_OPPORTUNITY,long_breakout_retest,RANGE,TOP_GAINER,NOT_DETECTED,SCAN,BAD_MISS,not_detected,No pending or sent signal for top mover,,,yes,yes,24h_change=24.12% quote_volume=67666193
1773987392933,2026-03-20,PIPPINUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,RANGE,TOP_LOSER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,PIPPINUSDT-SHORT-EXH-1773985500000,,yes,yes,24h_change=-23.51% quote_volume=231745219
1773987392933,2026-03-20,PTBUSDT,LONG_OPPORTUNITY,long_breakout_retest,RANGE,TOP_GAINER,NOT_DETECTED,SCAN,BAD_MISS,not_detected,No pending or sent signal for top mover,,,yes,yes,24h_change=20.52% quote_volume=23992937
1773987392933,2026-03-20,RIVERUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,RANGE,TOP_LOSER,SENT,SEND,CAUGHT,sent,1h exhaustion 33/35 + 15m breakdown 28/30 -> retest fail retest fail + 15m retest 35/35,RIVERUSDT-SHORT-EXH-1773927000000,RIVERUSDT-SHORT-1773927000000-1,yes,no,24h_change=-19.82% quote_volume=343821356
1773987392933,2026-03-20,KITEUSDT,LONG_OPPORTUNITY,long_breakout_retest,RANGE,TOP_GAINER,NOT_DETECTED,SCAN,BAD_MISS,not_detected,No pending or sent signal for top mover,,,yes,yes,24h_change=18.62% quote_volume=68507759
1773987392933,2026-03-20,BANUSDT,LONG_OPPORTUNITY,long_breakout_retest,RANGE,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,BANUSDT-LONG-1773975000000,,yes,yes,24h_change=18.16% quote_volume=132909166
1773987392933,2026-03-20,AINUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,RANGE,TOP_LOSER,EXPIRED_WAIT,RETEST_CONFIRM,BAD_MISS,expired_wait,retest wait expired,AINUSDT-LONG-1773964800000,,yes,yes,24h_change=-17.66% quote_volume=31796241
1773987392933,2026-03-20,TAOUSDT,LONG_OPPORTUNITY,long_breakout_retest,RANGE,TOP_GAINER,EXPIRED_WAIT,RETEST_CONFIRM,BAD_MISS,expired_wait,retest wait expired,TAOUSDT-LONG-1773953700000,,yes,yes,24h_change=15.66% quote_volume=534945336
1773987392933,2026-03-20,ARCUSDT,LONG_OPPORTUNITY,long_breakout_retest,RANGE,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,ARCUSDT-LONG-1773975300000,,yes,yes,24h_change=14.63% quote_volume=24589507
1773987392933,2026-03-20,AIAUSDT,LONG_OPPORTUNITY,long_breakout_retest,RANGE,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,AIAUSDT-LONG-1773972300000,,yes,yes,24h_change=14.53% quote_volume=55705449
1773987392933,2026-03-20,ARIAUSDT,LONG_OPPORTUNITY,long_breakout_retest,RANGE,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,acceptance_floor_lost 0.194620<0.195764,ARIAUSDT-LONG-1773986100000,,yes,yes,24h_change=14.44% quote_volume=44886696
1773987392933,2026-03-20,SIGNUSDT,LONG_OPPORTUNITY,long_breakout_retest,RANGE,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,SIGNUSDT-SHORT-EXH-1773964800000,,yes,yes,24h_change=13.33% quote_volume=47792781
1773987392933,2026-03-20,THEUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,RANGE,TOP_LOSER,NOT_DETECTED,SCAN,BAD_MISS,not_detected,No pending or sent signal for top mover,,,yes,yes,24h_change=-12.59% quote_volume=31486471
1773987392933,2026-03-20,CFGUSDT,LONG_OPPORTUNITY,long_breakout_retest,RANGE,TOP_GAINER,EXPIRED_WAIT,RETEST_CONFIRM,BAD_MISS,expired_wait,retest wait expired,CFGUSDT-LONG-1773965400000,,yes,yes,24h_change=10.02% quote_volume=55003071
1773987392933,2026-03-20,BTRUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,RANGE,TOP_LOSER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,BTRUSDT-LONG-1773951300000,,yes,yes,24h_change=-9.77% quote_volume=39099881
1773987392933,2026-03-20,BARDUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,RANGE,TOP_LOSER,NOT_DETECTED,SCAN,BAD_MISS,not_detected,No pending or sent signal for top mover,,,yes,yes,24h_change=-9.71% quote_volume=69208090
1773987392933,2026-03-20,XANUSDT,LONG_OPPORTUNITY,long_breakout_retest,RANGE,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,XANUSDT-LONG-1773943500000,,yes,yes,24h_change=9.45% quote_volume=170391008
