review_ts_ms,review_date,symbol,side_hint,strategy_hint,market_regime,opportunity_type,bot_status,miss_stage,miss_type,reason_code,reason_text,setup_id,signal_id,manual_tradable,improvement_candidate,note
1774742347502,2026-03-28,SIRENUSDT,LONG_OPPORTUNITY,long_breakout_retest,RANGE,TOP_GAINER,EXPIRED_WAIT,RETEST_CONFIRM,BAD_MISS,expired_wait,retest wait expired,SIRENUSDT-LONG-1774687800000,,yes,yes,24h_change=108.13% quote_volume=1240334722
1774742347502,2026-03-28,NOMUSDT,LONG_OPPORTUNITY,long_breakout_retest,RANGE,TOP_GAINER,NOT_DETECTED,SCAN,BAD_MISS,not_detected,No pending or sent signal for top mover,,,yes,yes,24h_change=65.85% quote_volume=276979456
1774742347502,2026-03-28,PLAYUSDT,LONG_OPPORTUNITY,long_breakout_retest,RANGE,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,PLAYUSDT-SHORT-EXH-1774083600000,,yes,yes,24h_change=48.21% quote_volume=30774109
1774742347502,2026-03-28,ONUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,RANGE,TOP_LOSER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,ONUSDT-LONG-1774632300000,,yes,yes,24h_change=-47.33% quote_volume=247531210
1774742347502,2026-03-28,TAUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,RANGE,TOP_LOSER,EXPIRED_WAIT,RETEST_CONFIRM,BAD_MISS,expired_wait,retest wait expired,TAUSDT-SHORT-EXH-1774691100000,,yes,yes,24h_change=-31.94% quote_volume=35080645
1774742347503,2026-03-28,QUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,RANGE,TOP_LOSER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,QUSDT-LONG-1774676700000,,yes,yes,24h_change=-30.74% quote_volume=102088172
1774742347503,2026-03-28,PTBUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,RANGE,TOP_LOSER,NOT_DETECTED,SCAN,BAD_MISS,not_detected,No pending or sent signal for top mover,,,yes,yes,24h_change=-26.12% quote_volume=176796729
1774742347503,2026-03-28,ONTUSDT,LONG_OPPORTUNITY,long_breakout_retest,RANGE,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,ONTUSDT-LONG-1774683000000,,yes,yes,24h_change=20.54% quote_volume=252164377
1774742347503,2026-03-28,4USDT,LONG_OPPORTUNITY,long_breakout_retest,RANGE,TOP_GAINER,EXPIRED_WAIT,RETEST_CONFIRM,BAD_MISS,expired_wait,retest wait expired,4USDT-LONG-1774690500000,,yes,yes,24h_change=17.23% quote_volume=50565432
1774742347503,2026-03-28,TRIAUSDT,LONG_OPPORTUNITY,long_breakout_retest,RANGE,TOP_GAINER,SENT,SEND,CAUGHT,sent,1h exhaustion 31/35 + 15m breakdown 25/30 -> retest fail retest fail + 15m retest 35/35,TRIAUSDT-SHORT-1774394100000-2,TRIAUSDT-SHORT-1774394100000-2,yes,no,24h_change=16.84% quote_volume=20268401
