review_ts_ms,review_date,symbol,side_hint,strategy_hint,market_regime,opportunity_type,bot_status,miss_stage,miss_type,reason_code,reason_text,setup_id,signal_id,manual_tradable,improvement_candidate,note
1775087974724,2026-04-01,STOUSDT,LONG_OPPORTUNITY,long_breakout_retest,RANGE,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,STOUSDT-LONG-1775079300000,,yes,yes,24h_change=124.98% quote_volume=1295405400
1775087974724,2026-04-01,DUSDT,LONG_OPPORTUNITY,long_breakout_retest,RANGE,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,DUSDT-LONG-1775059500000,,yes,yes,24h_change=105.61% quote_volume=104386832
1775087974724,2026-04-01,SIRENUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,RANGE,TOP_LOSER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,SIRENUSDT-LONG-1775082300000,,yes,yes,24h_change=-53.24% quote_volume=848492755
1775087974724,2026-04-01,BANKUSDT,LONG_OPPORTUNITY,long_breakout_retest,RANGE,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,BANKUSDT-LONG-1775084400000,,yes,yes,24h_change=43.26% quote_volume=48035239
1775087974724,2026-04-01,ONTUSDT,LONG_OPPORTUNITY,long_breakout_retest,RANGE,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,ONTUSDT-LONG-1775083200000,,yes,yes,24h_change=35.84% quote_volume=558263447
1775087974724,2026-04-01,NOMUSDT,LONG_OPPORTUNITY,long_breakout_retest,RANGE,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,NOMUSDT-LONG-1775049900000,,yes,yes,24h_change=32.73% quote_volume=497827544
1775087974724,2026-04-01,DRIFTUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,RANGE,TOP_LOSER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,acceptance_floor_lost 0.048710<0.049601,DRIFTUSDT-LONG-1775077800000,,yes,yes,24h_change=-31.46% quote_volume=85704076
1775087974724,2026-04-01,GWEIUSDT,LONG_OPPORTUNITY,long_breakout_retest,RANGE,TOP_GAINER,EXPIRED_WAIT,RETEST_CONFIRM,BAD_MISS,expired_wait,retest wait expired,GWEIUSDT-LONG-1775078100000,,yes,yes,24h_change=31.43% quote_volume=29668169
1775087974724,2026-04-01,BLURUSDT,LONG_OPPORTUNITY,long_breakout_retest,RANGE,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,BLURUSDT-LONG-1775085000000,,yes,yes,24h_change=28.68% quote_volume=230394495
1775087974725,2026-04-01,GUAUSDT,LONG_OPPORTUNITY,long_breakout_retest,RANGE,TOP_GAINER,NOT_DETECTED,SCAN,BAD_MISS,not_detected,No pending or sent signal for top mover,,,yes,yes,24h_change=25.89% quote_volume=26190756
