review_ts_ms,review_date,symbol,side_hint,strategy_hint,market_regime,opportunity_type,bot_status,miss_stage,miss_type,reason_code,reason_text,setup_id,signal_id,manual_tradable,improvement_candidate,note
1774310396735,2026-03-23,BTRUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,ALT_MOMO,TOP_LOSER,EXPIRED_WAIT,RETEST_CONFIRM,BAD_MISS,expired_wait,retest wait expired,BTRUSDT-LONG-1774228500000,,yes,yes,24h_change=-78.20% quote_volume=217428713
1774310396735,2026-03-23,LIGHTUSDT,LONG_OPPORTUNITY,long_breakout_retest,ALT_MOMO,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,LIGHTUSDT-LONG-1774304400000,,yes,yes,24h_change=30.82% quote_volume=100031445
1774310396735,2026-03-23,LYNUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,ALT_MOMO,TOP_LOSER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,LYNUSDT-SHORT-EXH-1774248300000,,yes,yes,24h_change=-24.32% quote_volume=89903332
1774310396735,2026-03-23,PIPPINUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,ALT_MOMO,TOP_LOSER,EXPIRED_WAIT,RETEST_CONFIRM,BAD_MISS,expired_wait,retest wait expired,PIPPINUSDT-SHORT-EXH-1774155600000,,yes,yes,24h_change=-21.17% quote_volume=122071295
1774310396735,2026-03-23,JCTUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,ALT_MOMO,TOP_LOSER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,JCTUSDT-LONG-1774278000000,,yes,yes,24h_change=-21.15% quote_volume=240504113
1774310396735,2026-03-23,RIVERUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,ALT_MOMO,TOP_LOSER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,RIVERUSDT-LONG-1774242000000,,yes,yes,24h_change=-20.65% quote_volume=449921680
1774310396736,2026-03-23,JTOUSDT,LONG_OPPORTUNITY,long_breakout_retest,ALT_MOMO,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,JTOUSDT-LONG-1774293300000,,yes,yes,24h_change=17.23% quote_volume=86916316
1774310396736,2026-03-23,DUSKUSDT,LONG_OPPORTUNITY,long_breakout_retest,ALT_MOMO,TOP_GAINER,EXPIRED_WAIT,RETEST_CONFIRM,BAD_MISS,expired_wait,retest wait expired,DUSKUSDT-LONG-1774263900000,,yes,yes,24h_change=16.73% quote_volume=31165002
1774310396736,2026-03-23,UAIUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,ALT_MOMO,TOP_LOSER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,UAIUSDT-LONG-1774257300000,,yes,yes,24h_change=-16.45% quote_volume=65387669
1774310396736,2026-03-23,HUMAUSDT,LONG_OPPORTUNITY,long_breakout_retest,ALT_MOMO,TOP_GAINER,NOT_DETECTED,SCAN,BAD_MISS,not_detected,No pending or sent signal for top mover,,,yes,yes,24h_change=16.16% quote_volume=32521981
