review_ts_ms,review_date,symbol,side_hint,strategy_hint,market_regime,opportunity_type,bot_status,miss_stage,miss_type,reason_code,reason_text,setup_id,signal_id,manual_tradable,improvement_candidate,note
1774915104591,2026-03-30,ONTUSDT,LONG_OPPORTUNITY,long_breakout_retest,ALT_MOMO,TOP_GAINER,EXPIRED_WAIT,RETEST_CONFIRM,BAD_MISS,expired_wait,retest wait expired,ONTUSDT-LONG-1774885500000,,yes,yes,24h_change=41.34% quote_volume=419403883
1774915104591,2026-03-30,NOMUSDT,LONG_OPPORTUNITY,long_breakout_retest,ALT_MOMO,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,NOMUSDT-LONG-1774904700000,,yes,yes,24h_change=35.26% quote_volume=397454524
1774915104591,2026-03-30,DUSDT,LONG_OPPORTUNITY,long_breakout_retest,ALT_MOMO,TOP_GAINER,EXPIRED_WAIT,RETEST_CONFIRM,BAD_MISS,expired_wait,retest wait expired,DUSDT-LONG-1774869600000,,yes,yes,24h_change=26.70% quote_volume=151504578
1774915104591,2026-03-30,BASEDUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,ALT_MOMO,TOP_LOSER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,BASEDUSDT-LONG-1774893900000,,yes,yes,24h_change=-23.25% quote_volume=167009137
1774915104591,2026-03-30,RIVERUSDT,LONG_OPPORTUNITY,long_breakout_retest,ALT_MOMO,TOP_GAINER,EXPIRED_WAIT,RETEST_CONFIRM,BAD_MISS,expired_wait,retest wait expired,RIVERUSDT-LONG-1774904400000,,yes,yes,24h_change=16.83% quote_volume=302368351
1774915104591,2026-03-30,CETUSUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,ALT_MOMO,TOP_LOSER,NOT_DETECTED,SCAN,BAD_MISS,not_detected,No pending or sent signal for top mover,,,yes,yes,24h_change=-16.40% quote_volume=69509316
1774915104591,2026-03-30,AIAUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,ALT_MOMO,TOP_LOSER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,AIAUSDT-LONG-1773999300000,,yes,yes,24h_change=-14.99% quote_volume=43619059
1774915104591,2026-03-30,PLAYUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,ALT_MOMO,TOP_LOSER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,PLAYUSDT-SHORT-EXH-1774083600000,,yes,yes,24h_change=-13.72% quote_volume=86155909
1774915104591,2026-03-30,DOODUSDT,LONG_OPPORTUNITY,long_breakout_retest,ALT_MOMO,TOP_GAINER,NOT_DETECTED,SCAN,BAD_MISS,not_detected,No pending or sent signal for top mover,,,yes,yes,24h_change=13.30% quote_volume=32770334
1774915104591,2026-03-30,TAUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,ALT_MOMO,TOP_LOSER,EXPIRED_WAIT,RETEST_CONFIRM,BAD_MISS,expired_wait,retest wait expired,TAUSDT-SHORT-EXH-1774691100000,,yes,yes,24h_change=-11.58% quote_volume=24977774
1774915104591,2026-03-30,BEATUSDT,LONG_OPPORTUNITY,long_breakout_retest,ALT_MOMO,TOP_GAINER,EXPIRED_WAIT,RETEST_CONFIRM,BAD_MISS,expired_wait,retest wait expired,BEATUSDT-LONG-1774887900000,,yes,yes,24h_change=11.26% quote_volume=68461612
1774915104591,2026-03-30,NIGHTUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,ALT_MOMO,TOP_LOSER,SENT,SEND,CAUGHT,sent,1h exhaustion 33/35 + 15m breakdown 28/30 -> retest fail retest fail + 15m retest 35/35,NIGHTUSDT-SHORT-1774403100000-2,NIGHTUSDT-SHORT-1774403100000-2,yes,no,24h_change=-11.14% quote_volume=73520209
1774915104592,2026-03-30,DEXEUSDT,LONG_OPPORTUNITY,long_breakout_retest,ALT_MOMO,TOP_GAINER,SENT,SEND,CAUGHT,sent,1h exhaustion 23/35 + 15m breakdown 26/30 -> retest fail retest fail + 15m retest 35/35,DEXEUSDT-SHORT-1774314000000-1,DEXEUSDT-SHORT-1774314000000-1,yes,no,24h_change=10.76% quote_volume=34431893
1774915104593,2026-03-30,CUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,ALT_MOMO,TOP_LOSER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,CUSDT-SHORT-EXH-1774859400000,,yes,yes,24h_change=-10.68% quote_volume=36718536
1774915104593,2026-03-30,BSBUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,ALT_MOMO,TOP_LOSER,EXPIRED_WAIT,RETEST_CONFIRM,BAD_MISS,expired_wait,retest wait expired,BSBUSDT-SHORT-EXH-1774845900000,,yes,yes,24h_change=-10.46% quote_volume=63917382
1774915104593,2026-03-30,ARIAUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,ALT_MOMO,TOP_LOSER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,ARIAUSDT-LONG-1774621200000,,yes,yes,24h_change=-10.26% quote_volume=84147347
1774915104593,2026-03-30,STGUSDT,LONG_OPPORTUNITY,long_breakout_retest,ALT_MOMO,TOP_GAINER,EXPIRED_WAIT,RETEST_CONFIRM,BAD_MISS,expired_wait,retest wait expired,STGUSDT-SHORT-EXH-1774652400000,,yes,yes,24h_change=9.70% quote_volume=22297206
1774915104593,2026-03-30,ONUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,ALT_MOMO,TOP_LOSER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,ONUSDT-LONG-1774847700000,,yes,yes,24h_change=-7.51% quote_volume=63555258
1774915104593,2026-03-30,THEUSDT,LONG_OPPORTUNITY,long_breakout_retest,ALT_MOMO,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,THEUSDT-LONG-1774878600000,,yes,yes,24h_change=7.02% quote_volume=29573174
1774915104593,2026-03-30,CHZUSDT,LONG_OPPORTUNITY,long_breakout_retest,ALT_MOMO,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,acceptance_floor_lost 0.043260<0.043497,CHZUSDT-LONG-1774854000000,,yes,yes,24h_change=6.49% quote_volume=68885791
