review_ts_ms,review_date,symbol,side_hint,strategy_hint,market_regime,opportunity_type,bot_status,miss_stage,miss_type,reason_code,reason_text,setup_id,signal_id,manual_tradable,improvement_candidate,note
1774137558741,2026-03-21,MAGMAUSDT,LONG_OPPORTUNITY,long_breakout_retest,DOWNTREND,TOP_GAINER,EXPIRED_WAIT,RETEST_CONFIRM,BAD_MISS,expired_wait,retest wait expired,MAGMAUSDT-LONG-1774122900000,,yes,yes,24h_change=45.05% quote_volume=76802832
1774137558741,2026-03-21,RDNTUSDT,LONG_OPPORTUNITY,long_breakout_retest,DOWNTREND,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,RDNTUSDT-LONG-1774120200000,,yes,yes,24h_change=39.71% quote_volume=258997537
1774137558741,2026-03-21,UAIUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,DOWNTREND,TOP_LOSER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,UAIUSDT-LONG-1774083600000,,yes,yes,24h_change=-22.76% quote_volume=221423208
1774137558741,2026-03-21,BRUSDT,LONG_OPPORTUNITY,long_breakout_retest,DOWNTREND,TOP_GAINER,NOT_DETECTED,SCAN,BAD_MISS,not_detected,No pending or sent signal for top mover,,,yes,yes,24h_change=20.34% quote_volume=21376048
1774137558741,2026-03-21,HUMAUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,DOWNTREND,TOP_LOSER,NOT_DETECTED,SCAN,BAD_MISS,not_detected,No pending or sent signal for top mover,,,yes,yes,24h_change=-15.67% quote_volume=26136837
1774137558741,2026-03-21,RIVERUSDT,LONG_OPPORTUNITY,long_breakout_retest,DOWNTREND,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,RIVERUSDT-LONG-1774089000000,,yes,yes,24h_change=14.38% quote_volume=487788678
1774137558741,2026-03-21,CYSUSDT,LONG_OPPORTUNITY,long_breakout_retest,DOWNTREND,TOP_GAINER,NOT_DETECTED,SCAN,BAD_MISS,not_detected,No pending or sent signal for top mover,,,yes,yes,24h_change=13.41% quote_volume=20056338
1774137558741,2026-03-21,FOLKSUSDT,LONG_OPPORTUNITY,long_breakout_retest,DOWNTREND,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,FOLKSUSDT-LONG-1774119900000,,yes,yes,24h_change=12.94% quote_volume=34557782
1774137558741,2026-03-21,BTRUSDT,LONG_OPPORTUNITY,long_breakout_retest,DOWNTREND,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,BTRUSDT-LONG-1774071300000,,yes,yes,24h_change=12.61% quote_volume=26837478
1774137558741,2026-03-21,LAUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,DOWNTREND,TOP_LOSER,NOT_DETECTED,SCAN,BAD_MISS,not_detected,No pending or sent signal for top mover,,,yes,yes,24h_change=-11.93% quote_volume=23735441
1774137558741,2026-03-21,WAXPUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,DOWNTREND,TOP_LOSER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,WAXPUSDT-LONG-1774027800000,,yes,yes,24h_change=-10.03% quote_volume=51368754
1774137558741,2026-03-21,XAIUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,DOWNTREND,TOP_LOSER,NOT_DETECTED,SCAN,BAD_MISS,not_detected,No pending or sent signal for top mover,,,yes,yes,24h_change=-9.73% quote_volume=23116008
1774137558741,2026-03-21,TURBOUSDT,LONG_OPPORTUNITY,long_breakout_retest,DOWNTREND,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,TURBOUSDT-LONG-1774128600000,,yes,yes,24h_change=9.10% quote_volume=50150152
1774137558741,2026-03-21,PIXELUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,DOWNTREND,TOP_LOSER,EXPIRED_WAIT,RETEST_CONFIRM,BAD_MISS,expired_wait,retest wait expired,PIXELUSDT-SHORT-EXH-1774128600000,,yes,yes,24h_change=-8.63% quote_volume=59173723
1774137558741,2026-03-21,AKTUSDT,LONG_OPPORTUNITY,long_breakout_retest,DOWNTREND,TOP_GAINER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,AKTUSDT-LONG-1774101900000,,yes,yes,24h_change=8.27% quote_volume=32240303
1774137558741,2026-03-21,DEXEUSDT,LONG_OPPORTUNITY,long_breakout_retest,DOWNTREND,TOP_GAINER,NOT_DETECTED,SCAN,BAD_MISS,not_detected,No pending or sent signal for top mover,,,yes,yes,24h_change=8.07% quote_volume=20899101
1774137558741,2026-03-21,VVVUSDT,LONG_OPPORTUNITY,long_breakout_retest,DOWNTREND,TOP_GAINER,EXPIRED_WAIT,RETEST_CONFIRM,BAD_MISS,expired_wait,retest wait expired,VVVUSDT-LONG-1773947100000,,yes,yes,24h_change=7.40% quote_volume=22261225
1774137558742,2026-03-21,BARDUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,DOWNTREND,TOP_LOSER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,BARDUSDT-SHORT-EXH-1774097100000,,yes,yes,24h_change=-7.25% quote_volume=24102080
1774137558742,2026-03-21,KATUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,DOWNTREND,TOP_LOSER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,KATUSDT-LONG-1773972000000,,yes,yes,24h_change=-6.64% quote_volume=20010780
1774137558742,2026-03-21,SAHARAUSDT,SHORT_OPPORTUNITY,short_exhaustion_retest,DOWNTREND,TOP_LOSER,INVALIDATED,RETEST_CONFIRM,BAD_MISS,invalidated,retest invalidated,SAHARAUSDT-LONG-1774035300000,,yes,yes,24h_change=-6.54% quote_volume=55403024
