pending_id,setup_id,created_ts_ms,signal_open_time,symbol,side,score,confidence,reason,breakout_level,signal_price,signal_high,signal_low,oi_jump_pct,funding_pct,vol_ratio,strategy,market_regime,btc_price,btc_24h_change_pct,btc_4h_change_pct,btc_1h_change_pct,btc_24h_range_pct,btc_4h_range_pct,alt_market_breadth_pct,btc_regime,score_oi,score_exhaustion,score_breakout,score_retest,reason_tags,status,close_reason,bars_waited,closed_ts_ms,send_decision,skip_reason,is_confirmed,confirmed_ts_ms,is_sent_signal,sent_ts_ms,review_eligible,review_exclusion_reason,semantic_consistency,semantic_issue,close_anchor_time_ms,close_capture_basis,future_1h_max_favor_pct,future_1h_max_adverse_pct,future_2h_max_favor_pct,future_2h_max_adverse_pct,future_4h_max_favor_pct,future_4h_max_adverse_pct,reclaim_breakout_2h_YN,reclaim_breakout_4h_YN,outcome_1h_available,outcome_2h_available,outcome_1h_summary,outcome_2h_summary,post_close_outcome_notes,outcome_conclusion_code,entry_feasible_YN,entry_feasible_window_minutes,entry_slippage_pct,entry_execution_note,time_to_max_favor_minutes,time_to_max_adverse_minutes,close_trigger_detail,confirm_fail_detail,invalidation_detail,regret_valid_YN,regret_filter_reason,regime_label,regime_fit_for_strategy,setup_quality_band,delivery_band,veto_reason_code,dispatch_action,dispatch_confidence_band,dispatch_reason
XANUSDT-SHORT-EXH-1774050300000,XANUSDT-SHORT-EXH-1774050300000,1774051220204,1774050300000,XANUSDT,SHORT,62.15527950310562,0.6215527950310562,1h exhaustion 33/35 + 15m breakdown 29/30 -> retest fail pending,0.010933,0.010702,0.011005,0.010683,-0.6324445211380373,-0.051052,2.8443387136205986,short_exhaustion_retest,RANGE,70482.1,0.851,0.01944015200211868,0.01333849845402366,2.826533261636638,0.04383824397329723,0.0,neutral,0.0,33.0,29.155279503105618,0.0,1h_top_tests=3;1h_failed_breakout;1h_no_accept_above_resistance;1h_weakening_push;15m_clean_breakdown;15m_break_dist=2.11%,INVALIDATED,retest invalidated,1,1774052146314,,,,,,,Y,,Y,,1774052146314,true_close,4.1983,0.6951,6.2288,0.6951,7.2533,0.6951,Y,Y,Y,Y,favor=4.20% adverse=0.70%,favor=6.23% adverse=0.70%,entry_ref_from_breakout_level,KILL_CORRECT,Y,10,0.0000,entry still reachable within 10m,104,4,,,,N,no_meaningful_fast_move,RANGE,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
BANUSDT-SHORT-EXH-1774051200000,BANUSDT-SHORT-EXH-1774051200000,1774052157526,1774051200000,BANUSDT,SHORT,63.0,0.63,1h exhaustion 33/35 + 15m breakdown 30/30 -> retest fail pending,0.05303,0.05265,0.05333,0.0526,-0.8593102176596602,0.005,2.974605775074689,short_exhaustion_retest,RANGE,70574.4,0.749,0.14431120135881992,0.14388550459966587,2.822836609308754,0.20432338071594958,0.0,neutral,0.0,33.0,30.0,0.0,1h_top_tests=2;1h_failed_breakout;1h_no_accept_above_resistance;1h_weakening_push;15m_clean_breakdown;15m_break_dist=0.72%,INVALIDATED,retest invalidated,1,1774053097991,,,,,,,Y,,Y,,1774053097991,true_close,0.7731,2.3949,0.7731,5.6195,0.7731,7.0149,Y,Y,Y,Y,favor=0.77% adverse=2.39%,favor=0.77% adverse=5.62%,entry_ref_from_breakout_level,KILL_CORRECT,Y,10,0.0000,entry still reachable within 10m,3,113,,,,N,adverse_too_large,RANGE,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
ANKRUSDT-LONG-1774052100000,ANKRUSDT-LONG-1774052100000,1774052491589,1774052100000,ANKRUSDT,LONG,96.00979305469079,0.9600979305469078,OI jump 5.59% + breakout pending + 15m flat + 1h up,0.005799,0.00582,0.005856,0.005717,5.590257184070253,-0.272171,1.5773693320458406,long_breakout_retest,RANGE,70709.7,0.903,0.3361585408250411,0.3361585408250411,2.817435231658453,0.5273682781404628,0.0,neutral,35.0,0.0,28.81135820607748,0.0,oi_jump;5m_breakout;15m_flat;1h_up,INVALIDATED,retest invalidated,2,1774053098083,,,,,,,Y,,Y,,1774053098083,true_close,4.5008,0.0000,7.6910,0.0000,7.6910,0.0000,N,N,Y,Y,favor=4.50% adverse=0.00%,favor=7.69% adverse=0.00%,entry_ref_from_breakout_level,KILL_CORRECT,Y,10,0.0000,entry still reachable within 10m,63,33,,,,N,no_meaningful_fast_move,RANGE,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
TRXUSDT-SHORT-EXH-1774052100000,TRXUSDT-SHORT-EXH-1774052100000,1774053123087,1774052100000,TRXUSDT,SHORT,52.88403918119719,0.5288403918119718,1h exhaustion 27/35 + 15m breakdown 26/30 -> retest fail pending,0.30918,0.30863,0.30924,0.3083,-0.7207398793488339,0.007421,2.7735682980809266,short_exhaustion_retest,RANGE,70588.6,0.707,0.16446084795957688,0.16446084795957688,2.8222687516114457,0.5282722705932809,0.0,neutral,0.0,27.0,25.88403918119719,0.0,1h_top_tests=5;1h_failed_breakout;1h_no_accept_above_resistance;15m_clean_breakdown;15m_break_dist=0.18%,CONFIRMED,signal confirmed,1,1774054054459,UNDECIDED,,,,,,N,confirmed_without_confirmed_ts,N,confirmed_without_confirmed_ts,,not_due_yet,0.4755,0.0000,0.5725,0.0000,0.5725,0.1423,N,Y,Y,Y,favor=0.48% adverse=0.00%,favor=0.57% adverse=0.00%,entry_ref_from_breakout_level,NO_MEANINGFUL_MOVE,Y,10,0.0000,entry still reachable within 10m,102,7,,,,N,no_meaningful_fast_move,RANGE,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
PLAYUSDT-LONG-1774053900000,PLAYUSDT-LONG-1774053900000,1774054249369,1774053900000,PLAYUSDT,LONG,90.5666377477213,0.905666377477213,OI jump 2.23% + breakout pending + 15m up + 1h flat,0.03861,0.03875,0.0388,0.03839,2.2295180753394104,0.00297,2.172418416003745,long_breakout_retest,RANGE,70590.3,0.548,0.1670150285145838,0.16687312959487266,2.8222007839603984,0.5282588000634771,0.0,neutral,19.377108452036463,0.0,34.21497555941451,0.0,oi_jump;5m_breakout;15m_up;1h_flat,INVALIDATED,retest invalidated,1,1774054532519,,,,,,,Y,,Y,,1774054532519,true_close,0.5698,2.7454,0.5698,3.5224,0.6993,3.5224,Y,Y,Y,Y,favor=0.57% adverse=2.75%,favor=0.57% adverse=3.52%,entry_ref_from_breakout_level,KILL_CORRECT,Y,10,0.0000,entry still reachable within 10m,4,64,,,,N,adverse_too_large,RANGE,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
APRUSDT-LONG-1774054500000,APRUSDT-LONG-1774054500000,1774054860912,1774054500000,APRUSDT,LONG,83.058229301078,0.83058229301078,OI jump 3.96% + breakout pending + 15m flat + 1h flat,0.13095,0.13131,0.13226,0.12946,3.9567988163452465,0.046666,1.8315821058646038,long_breakout_retest,RANGE,70668.4,0.725,0.2775542869792215,0.03453942944827328,2.8190817961068837,0.5276764829492272,0.0,neutral,29.74079289807148,0.0,27.095089100577972,0.0,oi_jump;5m_breakout;15m_flat;1h_flat,INVALIDATED,retest invalidated,1,1774055166984,,,,,,,Y,,Y,,1774055166984,true_close,0.8935,5.8114,0.8935,5.8114,0.8935,6.5063,Y,Y,Y,Y,favor=0.89% adverse=5.81%,favor=0.89% adverse=5.81%,entry_ref_from_breakout_level,KILL_CORRECT,Y,10,0.0000,entry still reachable within 10m,24,49,,,,N,adverse_too_large,RANGE,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
XANUSDT-SHORT-EXH-1774054800000,XANUSDT-SHORT-EXH-1774054800000,1774055827865,1774054800000,XANUSDT,SHORT,58.34633601200883,0.5834633601200883,1h exhaustion 31/35 + 15m breakdown 27/30 -> retest fail pending,0.010664,0.010558,0.010765,0.010474,-0.39408775360464665,-0.064196,2.1081658924521,short_exhaustion_retest,RANGE,70581.6,0.267,0.1546698224986413,-0.08804723408531677,2.822548652906702,0.5283239139890492,0.0,neutral,0.0,31.0,27.346336012008827,0.0,1h_top_tests=2;1h_failed_breakout;1h_no_accept_above_resistance;1h_weakening_push;15m_clean_breakdown;15m_break_dist=0.99%,EXPIRED_WAIT,retest wait expired,3,1774058484169,,,,,,,Y,,Y,,1774058484169,true_close,4.9137,0.0000,4.9137,1.1628,4.9137,4.1448,Y,Y,Y,Y,favor=4.91% adverse=0.00%,favor=4.91% adverse=1.16%,entry_ref_from_breakout_level,WAIT_TOO_SHORT_CANDIDATE,Y,10,0.0000,entry still reachable within 10m,49,109,,,,Y,valid_missed_continuation,RANGE,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
LYNUSDT-LONG-1774055700000,LYNUSDT-LONG-1774055700000,1774056123129,1774055700000,LYNUSDT,LONG,86.67722055555869,0.8667722055555869,OI jump 2.31% + breakout pending + 15m up + 1h flat,0.06928,0.07135,0.07248,0.06811,2.309553476922592,0.029698000000000002,2.2500754332137447,long_breakout_retest,RANGE,70593.5,0.349,0.1714138950260213,-0.07134373951607172,2.822072853732988,0.5282356024279979,0.0,neutral,19.857320861535552,0.0,40.0,0.0,oi_jump;5m_breakout;15m_up;1h_flat,INVALIDATED,retest invalidated,2,1774056754881,,,,,,,Y,,Y,,1774056754881,true_close,2.0352,6.0046,2.0352,8.2419,2.0352,12.3124,Y,Y,Y,Y,favor=2.04% adverse=6.00%,favor=2.04% adverse=8.24%,entry_ref_from_breakout_level,KILL_CORRECT,Y,10,0.0000,entry still reachable within 10m,2,87,,,,N,adverse_too_large,RANGE,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
PIPPINUSDT-LONG-1774056000000,PIPPINUSDT-LONG-1774056000000,1774056443914,1774056000000,PIPPINUSDT,LONG,100.0,0.99,OI jump 3.43% + breakout pending + 15m flat + 1h flat,0.10279,0.10467,0.10595,0.10199,3.4311620100048392,0.06698799999999999,4.168760618953996,long_breakout_retest,RANGE,70597.1,0.364,0.1766641550557876,-0.06610620308334773,2.821928946089849,0.5282079175944779,0.0,neutral,26.586972060029034,0.0,40.0,0.0,oi_jump;5m_breakout;15m_flat;1h_flat,INVALIDATED,retest invalidated,1,1774056754969,,,,,,,Y,,Y,,1774056754969,true_close,5.1853,0.0973,5.1853,1.8971,8.6001,1.8971,Y,Y,Y,Y,favor=5.19% adverse=0.10%,favor=5.19% adverse=1.90%,entry_ref_from_breakout_level,WAIT_TOO_SHORT_CANDIDATE,Y,10,0.0000,entry still reachable within 10m,57,107,,,,Y,valid_missed_continuation,RANGE,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
ATHUSDT-LONG-1774058100000,ATHUSDT-LONG-1774058100000,1774058506220,1774058100000,ATHUSDT,LONG,87.73185060748588,0.8773185060748588,OI jump 2.03% + breakout pending + 15m flat + 1h flat,0.007754,0.007827,0.007841,0.007702,2.028340615292884,-0.053927,1.9392414249231202,long_breakout_retest,RANGE,70469.3,0.217,-0.004824563270591562,0.05523191012958084,2.8270466713873943,0.5636497027783894,0.0,neutral,18.170043691757304,0.0,40.0,0.0,oi_jump;5m_breakout;15m_flat;1h_flat,INVALIDATED,retest invalidated,3,1774059433682,,,,,,,Y,,Y,,1774059433682,true_close,0.5288,1.4573,0.5288,1.4573,0.7222,2.8372,Y,Y,Y,Y,favor=0.53% adverse=1.46%,favor=0.53% adverse=1.46%,entry_ref_from_breakout_level,KILL_CORRECT,Y,10,0.0000,entry still reachable within 10m,23,3,,,,N,adverse_too_large,RANGE,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
