case_id,case_day,symbol,side,strategy,setup_id,signal_id,signal_time_ms,created_time_ms,confirmed_time_ms,sent_time_ms,close_time_ms,fallback_close_due_ms,signal_time_local,created_time_local,confirmed_time_local,sent_time_local,close_time_local,fallback_close_due_local,signal_price,breakout_level,entry_price,stop_price,tp1_price,tp2_price,status_final,close_reason,bars_waited,time_to_confirm_min,time_to_close_min,outcome,r_multiple,pre_pending_image,pending_open_image,entry_or_confirm_image,case_close_image,has_pre_pending_image,has_pending_open_image,has_entry_or_confirm_image,has_case_close_image,case_bundle_complete,human_review_status,verdict_code,root_cause_code,action_candidate_code,confidence_code,review_notes_short
BEATUSDT-LONG-1774482900000,2026-03-26,BEATUSDT,LONG,long_breakout_retest,BEATUSDT-LONG-1774482900000,,1774482900000,1774483306062,0,0,1774485692064,1774497706062,2026-03-26 06:55:00,2026-03-26 07:01:46,,,2026-03-26 07:41:32,2026-03-26 11:01:46,0.6183,0.5938,,,,,EXPIRED_WAIT,retest wait expired,8,,39.77,,,/root/binance_bot_signals/review_workspace/2026-03-26/cases/BEATUSDT-LONG-1774482900000/pre_pending.png,/root/binance_bot_signals/review_workspace/2026-03-26/cases/BEATUSDT-LONG-1774482900000/pending_open.png,/root/binance_bot_signals/review_workspace/2026-03-26/cases/BEATUSDT-LONG-1774482900000/entry_or_confirm.png,/root/binance_bot_signals/review_workspace/2026-03-26/cases/BEATUSDT-LONG-1774482900000/case_close.png,Y,Y,Y,Y,Y,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNSET,
ONTUSDT-LONG-1774483500000,2026-03-26,ONTUSDT,LONG,long_breakout_retest,ONTUSDT-LONG-1774483500000,,1774483500000,1774483924118,0,0,1774486337164,1774498324118,2026-03-26 07:05:00,2026-03-26 07:12:04,,,2026-03-26 07:52:17,2026-03-26 11:12:04,0.0619,0.0607,,,,,EXPIRED_WAIT,retest wait expired,8,,40.22,,,/root/binance_bot_signals/review_workspace/2026-03-26/cases/ONTUSDT-LONG-1774483500000/pre_pending.png,/root/binance_bot_signals/review_workspace/2026-03-26/cases/ONTUSDT-LONG-1774483500000/pending_open.png,/root/binance_bot_signals/review_workspace/2026-03-26/cases/ONTUSDT-LONG-1774483500000/entry_or_confirm.png,/root/binance_bot_signals/review_workspace/2026-03-26/cases/ONTUSDT-LONG-1774483500000/case_close.png,Y,Y,Y,Y,Y,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNSET,
CFGUSDT-SHORT-EXH-1774483200000,2026-03-26,CFGUSDT,SHORT,short_exhaustion_retest,CFGUSDT-SHORT-EXH-1774483200000,,1774483200000,1774484107172,0,0,1774485049961,1774498507172,2026-03-26 07:00:00,2026-03-26 07:15:07,,,2026-03-26 07:30:49,2026-03-26 11:15:07,0.1396,0.1403,,,,,INVALIDATED,retest invalidated,1,,15.71,,,/root/binance_bot_signals/review_workspace/2026-03-26/cases/CFGUSDT-SHORT-EXH-1774483200000/pre_pending.png,/root/binance_bot_signals/review_workspace/2026-03-26/cases/CFGUSDT-SHORT-EXH-1774483200000/pending_open.png,/root/binance_bot_signals/review_workspace/2026-03-26/cases/CFGUSDT-SHORT-EXH-1774483200000/entry_or_confirm.png,/root/binance_bot_signals/review_workspace/2026-03-26/cases/CFGUSDT-SHORT-EXH-1774483200000/case_close.png,Y,Y,Y,Y,Y,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNSET,
BARDUSDT-SHORT-EXH-1774483200000,2026-03-26,BARDUSDT,SHORT,short_exhaustion_retest,BARDUSDT-SHORT-EXH-1774483200000,,1774483200000,1774484118873,0,0,1774485050313,1774498518873,2026-03-26 07:00:00,2026-03-26 07:15:18,,,2026-03-26 07:30:50,2026-03-26 11:15:18,0.4473,0.4481,,,,,CONFIRMED,signal confirmed,1,,15.52,,,/root/binance_bot_signals/review_workspace/2026-03-26/cases/BARDUSDT-SHORT-EXH-1774483200000/pre_pending.png,/root/binance_bot_signals/review_workspace/2026-03-26/cases/BARDUSDT-SHORT-EXH-1774483200000/pending_open.png,/root/binance_bot_signals/review_workspace/2026-03-26/cases/BARDUSDT-SHORT-EXH-1774483200000/entry_or_confirm.png,/root/binance_bot_signals/review_workspace/2026-03-26/cases/BARDUSDT-SHORT-EXH-1774483200000/case_close.png,Y,Y,Y,Y,Y,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNSET,
JTOUSDT-SHORT-EXH-1774485000000,2026-03-26,JTOUSDT,SHORT,short_exhaustion_retest,JTOUSDT-SHORT-EXH-1774485000000,,1774485000000,1774486029194,0,0,1774487782982,1774500429194,2026-03-26 07:30:00,2026-03-26 07:47:09,,,2026-03-26 08:16:22,2026-03-26 11:47:09,0.3256,0.3322,,,,,CONFIRMED,signal confirmed,2,,29.23,,,/root/binance_bot_signals/review_workspace/2026-03-26/cases/JTOUSDT-SHORT-EXH-1774485000000/pre_pending.png,/root/binance_bot_signals/review_workspace/2026-03-26/cases/JTOUSDT-SHORT-EXH-1774485000000/pending_open.png,/root/binance_bot_signals/review_workspace/2026-03-26/cases/JTOUSDT-SHORT-EXH-1774485000000/entry_or_confirm.png,/root/binance_bot_signals/review_workspace/2026-03-26/cases/JTOUSDT-SHORT-EXH-1774485000000/case_close.png,Y,Y,Y,Y,Y,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNSET,
BEATUSDT-LONG-1774486200000,2026-03-26,BEATUSDT,LONG,long_breakout_retest,BEATUSDT-LONG-1774486200000,,1774486200000,1774486687513,0,0,1774488908725,1774501087513,2026-03-26 07:50:00,2026-03-26 07:58:07,,,2026-03-26 08:35:08,2026-03-26 11:58:07,0.6571,0.652,,,,,EXPIRED_WAIT,retest wait expired,8,,37.02,,,/root/binance_bot_signals/review_workspace/2026-03-26/cases/BEATUSDT-LONG-1774486200000/pre_pending.png,/root/binance_bot_signals/review_workspace/2026-03-26/cases/BEATUSDT-LONG-1774486200000/pending_open.png,/root/binance_bot_signals/review_workspace/2026-03-26/cases/BEATUSDT-LONG-1774486200000/entry_or_confirm.png,/root/binance_bot_signals/review_workspace/2026-03-26/cases/BEATUSDT-LONG-1774486200000/case_close.png,Y,Y,Y,Y,Y,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNSET,
SIGNUSDT-SHORT-EXH-1774485900000,2026-03-26,SIGNUSDT,SHORT,short_exhaustion_retest,SIGNUSDT-SHORT-EXH-1774485900000,,1774485900000,1774486838918,0,0,1774489548776,1774501238918,2026-03-26 07:45:00,2026-03-26 08:00:38,,,2026-03-26 08:45:48,2026-03-26 12:00:38,0.0388,0.04036,,,,,EXPIRED_WAIT,retest wait expired,3,,45.16,,,/root/binance_bot_signals/review_workspace/2026-03-26/cases/SIGNUSDT-SHORT-EXH-1774485900000/pre_pending.png,/root/binance_bot_signals/review_workspace/2026-03-26/cases/SIGNUSDT-SHORT-EXH-1774485900000/pending_open.png,/root/binance_bot_signals/review_workspace/2026-03-26/cases/SIGNUSDT-SHORT-EXH-1774485900000/entry_or_confirm.png,/root/binance_bot_signals/review_workspace/2026-03-26/cases/SIGNUSDT-SHORT-EXH-1774485900000/case_close.png,Y,Y,Y,Y,Y,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNSET,
SUPERUSDT-LONG-1774489500000,2026-03-26,SUPERUSDT,LONG,long_breakout_retest,SUPERUSDT-LONG-1774489500000,,1774489500000,1774489901531,0,0,1774490838152,1774504301531,2026-03-26 08:45:00,2026-03-26 08:51:41,,,2026-03-26 09:07:18,2026-03-26 12:51:41,0.1387,0.1343,,,,,INVALIDATED,retest invalidated,3,,15.61,,,/root/binance_bot_signals/review_workspace/2026-03-26/cases/SUPERUSDT-LONG-1774489500000/pre_pending.png,/root/binance_bot_signals/review_workspace/2026-03-26/cases/SUPERUSDT-LONG-1774489500000/pending_open.png,/root/binance_bot_signals/review_workspace/2026-03-26/cases/SUPERUSDT-LONG-1774489500000/entry_or_confirm.png,/root/binance_bot_signals/review_workspace/2026-03-26/cases/SUPERUSDT-LONG-1774489500000/case_close.png,Y,Y,Y,Y,Y,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNSET,
FILUSDT-SHORT-EXH-1774489500000,2026-03-26,FILUSDT,SHORT,short_exhaustion_retest,FILUSDT-SHORT-EXH-1774489500000,,1774489500000,1774490530787,0,0,1774493114619,1774504930787,2026-03-26 08:45:00,2026-03-26 09:02:10,,,2026-03-26 09:45:14,2026-03-26 13:02:10,0.916,0.923,,,,,EXPIRED_WAIT,retest wait expired,3,,43.06,,,/root/binance_bot_signals/review_workspace/2026-03-26/cases/FILUSDT-SHORT-EXH-1774489500000/pre_pending.png,/root/binance_bot_signals/review_workspace/2026-03-26/cases/FILUSDT-SHORT-EXH-1774489500000/pending_open.png,/root/binance_bot_signals/review_workspace/2026-03-26/cases/FILUSDT-SHORT-EXH-1774489500000/entry_or_confirm.png,/root/binance_bot_signals/review_workspace/2026-03-26/cases/FILUSDT-SHORT-EXH-1774489500000/case_close.png,Y,Y,Y,Y,Y,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNSET,
JCTUSDT-LONG-1774490100000,2026-03-26,JCTUSDT,LONG,long_breakout_retest,JCTUSDT-LONG-1774490100000,,1774490100000,1774490547942,0,0,1774492628751,1774504947942,2026-03-26 08:55:00,2026-03-26 09:02:27,,,2026-03-26 09:37:08,2026-03-26 13:02:27,0.002846,0.002813,,,,,INVALIDATED,retest invalidated,7,,34.68,,,/root/binance_bot_signals/review_workspace/2026-03-26/cases/JCTUSDT-LONG-1774490100000/pre_pending.png,/root/binance_bot_signals/review_workspace/2026-03-26/cases/JCTUSDT-LONG-1774490100000/pending_open.png,/root/binance_bot_signals/review_workspace/2026-03-26/cases/JCTUSDT-LONG-1774490100000/entry_or_confirm.png,/root/binance_bot_signals/review_workspace/2026-03-26/cases/JCTUSDT-LONG-1774490100000/case_close.png,Y,Y,Y,Y,Y,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNREVIEWED,UNSET,
